ex_ID,ex_Date,ex_Type,ex_DurationMin,ex_TotalMarks,ex_PassGrade,cou_ID
1210,4/16/2002,Project Based,20,100,60,81
1211,5/7/2013,Written,20,100,60,33
1212,1/19/2007,Project Based,120,50,30,217
1213,6/6/1997,Written,120,50,30,158
1214,1/1/2015,Project Based,180,10,6,101
1215,7/1/2003,Project Based,90,50,30,3
1216,10/21/2009,Multi Choice,60,30,18,200
1217,6/1/2002,Project Based,180,10,6,78
1218,12/7/1999,Multi Choice,20,120,72,95
1219,6/30/1998,Multi Choice,60,50,30,285
1220,3/15/2005,Written,40,30,18,279
1221,11/19/2013,Project Based,40,10,6,45
1222,11/27/2023,Written,60,100,60,287
1223,12/21/2002,Project Based,90,100,60,241
1224,3/30/2025,Written,40,120,72,148
1225,3/28/2017,Written,60,50,30,331
1226,2/14/2003,Project Based,30,120,72,319
1227,3/2/2004,Multi Choice,40,100,60,250
1228,4/29/2007,Project Based,30,100,60,233
1229,4/19/1998,Written,60,120,72,250
1230,3/8/2013,Multi Choice,180,50,30,86
1231,6/7/2003,Multi Choice,90,30,18,227
1232,2/10/2026,Written,180,50,30,214
1233,2/11/2011,Project Based,90,120,72,262
1234,6/17/2010,Project Based,180,50,30,247
1235,12/5/1999,Multi Choice,30,50,30,192
1236,3/12/2018,Multi Choice,40,100,60,346
1237,1/27/1998,Project Based,120,30,18,104
1238,12/25/1997,Written,20,10,6,136
1239,5/17/2026,Multi Choice,90,10,6,134
1240,11/7/2017,Project Based,90,50,30,107
1241,3/31/2011,Project Based,30,10,6,341
1242,10/27/1996,Multi Choice,90,100,60,226
1243,4/22/2008,Project Based,30,10,6,258
1244,1/31/2007,Multi Choice,90,30,18,94
1245,10/9/2016,Project Based,60,100,60,17
1246,4/16/1997,Written,60,100,60,117
1247,5/23/2022,Project Based,40,10,6,335
1248,4/11/2013,Multi Choice,30,50,30,273
1249,2/7/2011,Project Based,120,50,30,141
1250,3/20/1999,Multi Choice,180,100,60,129
1251,3/19/1997,Multi Choice,90,50,30,321
1252,5/21/2003,Multi Choice,180,100,60,24
1253,3/8/2004,Written,30,100,60,150
1254,11/15/1996,Written,120,30,18,296
1255,4/12/2008,Multi Choice,60,50,30,76
1256,10/21/2004,Project Based,60,120,72,13
1257,12/9/2011,Project Based,60,50,30,287
1258,2/16/2008,Project Based,60,10,6,129
1259,12/17/2000,Multi Choice,90,30,18,56
1260,11/5/1996,Written,120,50,30,212
1261,12/1/1998,Written,120,100,60,10
1262,3/28/2008,Written,120,120,72,333
1263,3/25/2019,Written,120,50,30,135
1264,11/25/1998,Project Based,180,120,72,46
1265,1/14/2010,Written,90,10,6,294
1266,4/29/2020,Written,180,30,18,204
1267,2/2/1997,Written,90,30,18,154
1268,3/6/2007,Written,120,10,6,125
1269,1/24/2021,Written,120,50,30,140
1270,1/5/2002,Project Based,20,50,30,265
1271,6/3/2008,Written,20,50,30,183
1272,6/29/2000,Project Based,40,10,6,192
1273,11/22/2008,Written,30,10,6,33
1274,10/11/2009,Project Based,40,50,30,219
1275,5/24/2010,Project Based,40,50,30,111
1276,12/12/2013,Project Based,30,100,60,214
1277,12/19/2019,Written,40,10,6,20
1278,6/29/2010,Written,180,120,72,326
1279,1/29/2003,Written,20,50,30,48
1280,1/13/2006,Multi Choice,60,100,60,209
1281,2/20/2011,Project Based,90,10,6,201
1282,2/16/2017,Multi Choice,60,10,6,35
1283,11/3/2005,Multi Choice,40,30,18,232
1284,11/7/2010,Multi Choice,90,120,72,207
1285,3/22/1998,Multi Choice,40,50,30,86
1286,1/30/1997,Project Based,90,30,18,65
1287,12/4/1997,Multi Choice,120,120,72,103
1288,12/9/2024,Written,20,50,30,89
1289,6/17/2016,Project Based,30,100,60,44
1290,11/20/2014,Written,60,50,30,220
1291,11/13/2004,Multi Choice,20,30,18,127
1292,6/17/2001,Written,40,30,18,21
1293,12/10/2000,Project Based,90,30,18,8
1294,1/29/2013,Written,120,100,60,285
1295,10/30/2004,Project Based,90,100,60,156
1296,10/26/2001,Written,120,120,72,80
1297,4/20/2015,Written,20,10,6,45
1298,6/2/2006,Project Based,90,50,30,240
1299,11/7/2016,Project Based,20,10,6,280
1300,11/19/2020,Written,90,10,6,315
1301,10/17/2004,Project Based,40,50,30,84
1302,1/14/2025,Project Based,60,10,6,271
1303,11/28/2025,Project Based,180,30,18,118
1304,10/13/2020,Written,90,120,72,42
1305,4/8/2001,Written,90,30,18,79
1306,4/10/2002,Written,120,120,72,56
1307,12/23/2005,Project Based,120,10,6,129
1308,3/29/1996,Project Based,90,120,72,21
1309,5/28/1997,Written,60,30,18,129
1310,11/14/2008,Project Based,60,100,60,20
1311,12/30/1998,Multi Choice,30,10,6,141
1312,1/31/2011,Written,60,120,72,39
1313,1/15/2011,Multi Choice,20,10,6,78
1314,7/1/2009,Multi Choice,60,10,6,84
1315,12/18/1995,Multi Choice,40,30,18,99
1316,3/27/2013,Written,180,50,30,271
1317,10/30/2000,Project Based,30,30,18,326
1318,12/15/1995,Multi Choice,180,30,18,261
1319,10/25/2014,Multi Choice,20,10,6,121
1320,1/12/2001,Project Based,20,30,18,241
1321,11/6/2009,Project Based,60,100,60,99
1322,4/1/1996,Multi Choice,90,50,30,59
1323,12/3/2011,Written,120,10,6,11
1324,6/8/1996,Multi Choice,60,120,72,242
1325,11/21/2016,Written,120,10,6,191
1326,4/8/2000,Multi Choice,180,100,60,221
1327,11/1/2023,Project Based,60,120,72,229
1328,3/15/2014,Multi Choice,40,30,18,287
1329,12/19/1999,Project Based,30,100,60,66
1330,4/12/2013,Written,40,120,72,263
1331,12/3/1996,Project Based,180,10,6,345
1332,4/9/2006,Written,20,120,72,139
1333,4/10/2020,Project Based,120,10,6,201
1334,5/11/2009,Multi Choice,120,50,30,23
1335,3/18/1997,Multi Choice,20,10,6,101
1336,10/16/2000,Multi Choice,40,30,18,174
1337,10/3/2003,Written,20,10,6,168
1338,3/13/1997,Project Based,120,30,18,208
1339,2/17/2002,Project Based,30,50,30,92
1340,1/15/1998,Written,90,10,6,140
1341,2/28/2013,Written,120,50,30,299
1342,11/27/2005,Written,30,100,60,271
1343,11/19/2007,Multi Choice,20,10,6,33
1344,4/13/2014,Project Based,120,10,6,224
1345,6/28/2001,Written,120,120,72,108
1346,11/22/2010,Project Based,30,10,6,77
1347,2/5/1998,Project Based,90,100,60,308
1348,4/4/2022,Project Based,120,10,6,17
1349,1/7/2010,Multi Choice,60,100,60,337
1350,5/23/1997,Multi Choice,90,30,18,311
1351,2/13/2001,Multi Choice,60,50,30,19
1352,6/12/2002,Written,60,10,6,231
1353,10/29/2005,Multi Choice,180,30,18,33
1354,2/9/1996,Multi Choice,20,120,72,177
1355,11/15/1998,Written,180,10,6,204
1356,5/24/2013,Written,40,50,30,111
1357,2/23/2009,Written,180,50,30,238
1358,12/10/2019,Multi Choice,30,50,30,209
1359,5/29/2004,Project Based,90,120,72,103
1360,11/15/2000,Project Based,40,100,60,65
1361,6/21/2015,Written,30,50,30,275
1362,1/10/2007,Written,120,100,60,74
1363,6/26/2026,Project Based,60,120,72,231
1364,10/22/2023,Multi Choice,60,10,6,274
1365,2/11/2004,Written,30,30,18,146
1366,11/1/1998,Project Based,40,10,6,178
1367,3/13/2004,Project Based,20,50,30,167
1368,12/25/2000,Multi Choice,60,30,18,323
1369,3/1/2006,Multi Choice,180,100,60,308
1370,2/1/2016,Written,180,100,60,42
1371,4/1/2000,Written,120,100,60,189
1372,3/13/2023,Project Based,90,100,60,342
1373,5/15/2011,Multi Choice,120,100,60,75
1374,5/7/2005,Multi Choice,40,10,6,169
1375,1/5/2005,Project Based,180,120,72,233
1376,1/3/2016,Project Based,90,100,60,301
1377,2/7/2002,Project Based,30,100,60,250
1378,2/20/2024,Project Based,120,100,60,16
1379,10/9/2019,Project Based,20,120,72,87
1380,10/30/1996,Project Based,180,10,6,199
1381,2/18/2013,Multi Choice,180,30,18,321
1382,4/19/2014,Multi Choice,20,10,6,7
1383,2/14/2002,Multi Choice,120,120,72,325
1384,12/7/2024,Project Based,60,100,60,274
1385,12/16/2008,Written,180,50,30,286
1386,6/18/2007,Multi Choice,90,10,6,341
1387,1/19/2001,Multi Choice,40,120,72,280
1388,2/15/1999,Multi Choice,60,50,30,18
1389,6/19/2013,Written,60,100,60,70
1390,3/17/2016,Written,40,10,6,48
1391,11/14/2002,Project Based,120,30,18,181
1392,3/6/2012,Multi Choice,60,120,72,347
1393,12/2/1999,Project Based,90,100,60,174
1394,2/10/1997,Multi Choice,20,120,72,335
1395,11/26/2000,Written,180,10,6,20
1396,11/30/2023,Written,90,100,60,329
1397,3/18/2019,Project Based,60,100,60,56
1398,4/5/2010,Project Based,90,30,18,317
1399,6/24/2017,Written,90,50,30,134
1400,6/18/2002,Written,30,10,6,167
1401,1/16/2016,Written,120,120,72,299
1402,3/13/2000,Written,30,10,6,335
1403,6/14/2011,Written,90,30,18,228
1404,4/21/2019,Project Based,120,10,6,43
1405,11/22/2004,Multi Choice,120,120,72,92
1406,1/25/1996,Written,40,50,30,135
1407,5/9/2026,Project Based,60,100,60,268
1408,2/26/2001,Project Based,40,120,72,308
1409,1/8/2026,Project Based,180,30,18,46
1410,5/5/2001,Written,120,50,30,30
1411,1/23/1997,Written,30,100,60,22
1412,3/15/2014,Project Based,90,120,72,314
1413,4/21/2006,Multi Choice,90,10,6,90
1414,5/26/2006,Multi Choice,60,120,72,203
1415,12/21/2015,Multi Choice,40,100,60,340
1416,2/4/2013,Project Based,30,50,30,212
1417,6/9/2026,Project Based,60,10,6,341
1418,11/13/2003,Written,40,10,6,86
1419,6/12/2001,Project Based,180,100,60,313
1420,11/3/2020,Project Based,180,10,6,2
1421,12/15/2000,Written,90,50,30,39
1422,2/6/2012,Project Based,120,30,18,262
1423,11/29/2004,Written,120,120,72,218
1424,3/14/2006,Multi Choice,30,50,30,330
1425,6/20/1999,Written,20,50,30,343
1426,5/26/2005,Written,90,30,18,299
1427,5/1/1997,Multi Choice,120,120,72,270
1428,4/24/2014,Multi Choice,60,10,6,340
1429,6/21/1997,Project Based,20,10,6,237
1430,2/22/2001,Written,180,10,6,291
1431,12/5/2008,Written,60,30,18,8
1432,12/13/2021,Multi Choice,180,50,30,261
1433,4/29/2009,Written,60,10,6,127
1434,12/6/2016,Multi Choice,120,50,30,327
1435,11/7/2009,Written,90,30,18,101
1436,3/25/2011,Multi Choice,40,120,72,302
1437,3/8/2012,Project Based,90,50,30,182
1438,4/28/2018,Multi Choice,90,120,72,197
1439,1/15/2014,Written,120,50,30,310
1440,4/28/2006,Multi Choice,180,100,60,113
1441,10/29/2023,Project Based,90,120,72,249
1442,11/12/1999,Project Based,20,100,60,160
1443,5/31/2005,Written,40,50,30,208
1444,5/28/2012,Multi Choice,60,50,30,86
1445,10/29/1999,Project Based,40,120,72,132
1446,3/1/2006,Written,20,100,60,38
1447,12/20/2008,Project Based,120,120,72,134
1448,4/25/2002,Written,60,50,30,178
1449,2/15/2002,Project Based,20,10,6,222
1450,3/3/1996,Project Based,40,120,72,93
1451,2/26/2007,Project Based,40,50,30,216
1452,5/13/2010,Written,60,30,18,347
1453,6/18/2002,Written,20,10,6,244
1454,4/29/2017,Project Based,30,50,30,288
1455,12/7/2014,Multi Choice,40,100,60,193
1456,3/23/2004,Written,120,100,60,78
1457,12/7/2010,Project Based,120,10,6,294
1458,11/9/2014,Project Based,40,30,18,184
1459,2/7/2014,Multi Choice,20,10,6,32
1460,1/21/2026,Project Based,60,50,30,66
1461,6/3/2001,Multi Choice,30,10,6,16
1462,4/8/2016,Project Based,90,50,30,197
1463,3/17/2024,Written,30,10,6,56
1464,4/16/2000,Written,90,120,72,342
1465,12/15/1996,Project Based,180,50,30,203
1466,1/29/2023,Multi Choice,40,50,30,340
1467,4/25/1999,Written,120,120,72,155
1468,4/11/2023,Multi Choice,120,30,18,150
1469,4/12/2025,Written,20,30,18,319
1470,12/28/1998,Written,30,10,6,210
1471,12/21/2004,Multi Choice,60,30,18,332
1472,10/2/1999,Multi Choice,60,100,60,336
1473,4/15/2005,Project Based,60,100,60,328
1474,12/29/2021,Written,30,100,60,322
1475,5/26/2026,Multi Choice,30,10,6,44
1476,6/21/1996,Multi Choice,60,50,30,214
1477,2/8/2025,Project Based,180,120,72,142
1478,1/8/2009,Project Based,90,100,60,236
1479,1/18/2005,Multi Choice,30,10,6,305
1480,1/19/2000,Multi Choice,60,50,30,122
1481,12/29/2000,Multi Choice,60,50,30,222
1482,10/24/1997,Multi Choice,180,120,72,284
1483,10/30/2018,Project Based,120,120,72,138
1484,1/29/2011,Multi Choice,40,50,30,193
1485,11/3/2010,Written,30,30,18,110
1486,5/27/2015,Multi Choice,40,100,60,44
1487,3/29/2017,Multi Choice,40,10,6,2
1488,3/27/2019,Written,180,50,30,316
1489,2/20/2007,Project Based,40,100,60,51
1490,4/18/2025,Written,120,120,72,229
1491,1/2/1996,Written,180,10,6,349
1492,6/28/2022,Written,180,120,72,334
1493,4/16/2022,Written,20,50,30,310
1494,10/2/1995,Written,20,120,72,252
1495,6/19/2000,Project Based,30,30,18,344
1496,6/25/2014,Written,120,50,30,29
1497,1/23/1996,Project Based,20,10,6,239
1498,11/4/2003,Written,90,120,72,339
1499,6/25/2016,Written,60,10,6,222
1500,3/8/1997,Written,40,10,6,128
1501,2/11/2014,Written,180,50,30,220
1502,12/16/2006,Project Based,20,10,6,133
1503,4/19/2012,Written,40,50,30,29
1504,2/5/2007,Written,120,50,30,214
1505,6/5/2005,Project Based,40,50,30,261
1506,4/24/2001,Project Based,180,30,18,226
1507,10/9/2012,Project Based,20,50,30,146
1508,11/3/2007,Written,30,120,72,119
1509,1/26/2003,Multi Choice,120,10,6,94
1510,1/2/1999,Multi Choice,60,50,30,193
1511,3/31/1996,Written,90,30,18,206
1512,11/8/2013,Multi Choice,180,100,60,93
1513,5/17/2008,Multi Choice,180,50,30,57
1514,3/4/2009,Multi Choice,90,100,60,132
1515,10/22/2012,Project Based,30,120,72,70
1516,10/2/2001,Project Based,90,100,60,317
1517,10/28/1997,Written,120,120,72,142
1518,6/6/2011,Project Based,180,120,72,282
1519,11/29/2014,Multi Choice,40,100,60,172
1520,10/23/2011,Written,90,10,6,271
1521,1/6/2016,Written,30,30,18,197
1522,1/12/2010,Multi Choice,40,100,60,306
1523,10/30/1996,Written,180,30,18,290
1524,6/20/2008,Written,30,50,30,165
1525,2/5/1997,Project Based,60,100,60,330
1526,1/14/2012,Written,60,50,30,233
1527,6/6/2022,Project Based,90,100,60,74
1528,2/9/2021,Project Based,90,10,6,43
1529,5/20/2025,Project Based,20,120,72,87
1530,3/17/2005,Multi Choice,20,100,60,146
1531,5/9/2008,Multi Choice,30,120,72,222
1532,4/28/2013,Written,180,120,72,140
1533,2/26/2008,Multi Choice,40,120,72,325
1534,1/19/2013,Multi Choice,30,30,18,142
1535,3/26/2026,Project Based,60,100,60,5
1536,5/31/2003,Project Based,60,50,30,337
1537,10/4/2014,Written,120,10,6,225
1538,10/10/2011,Multi Choice,120,50,30,226
1539,1/2/2004,Written,20,10,6,310
1540,10/2/2019,Multi Choice,120,10,6,298
1541,5/10/1998,Written,40,10,6,102
1542,10/25/2016,Project Based,20,30,18,177
1543,5/2/1997,Written,180,120,72,248
1544,6/29/2005,Project Based,120,120,72,202
1545,4/3/2002,Written,180,120,72,200
1546,1/3/2010,Written,180,120,72,340
1547,6/10/1999,Project Based,60,50,30,337
1548,3/25/2005,Multi Choice,120,10,6,7
1549,2/6/2001,Multi Choice,60,100,60,66
1550,5/21/2025,Multi Choice,20,120,72,295
1551,2/25/1997,Project Based,30,10,6,251
1552,1/7/2020,Written,60,50,30,239
1553,2/23/2002,Project Based,20,10,6,319
1554,11/19/1998,Project Based,30,100,60,240
1555,11/6/1996,Project Based,90,100,60,180
1556,11/7/1996,Written,90,30,18,129
1557,5/6/2000,Project Based,120,100,60,258
1558,6/29/2010,Project Based,90,10,6,36
1559,1/5/2010,Project Based,120,30,18,282
1560,4/10/2003,Multi Choice,120,10,6,126
1561,12/12/2003,Written,20,50,30,337
1562,2/23/1999,Multi Choice,180,30,18,263
1563,10/7/1995,Written,180,10,6,196
1564,1/26/2009,Multi Choice,40,100,60,23
1565,5/19/2026,Multi Choice,60,50,30,144
1566,6/26/1998,Multi Choice,90,10,6,245
1567,3/26/2005,Project Based,20,100,60,22
1568,1/30/2003,Multi Choice,60,50,30,80
1569,5/20/2001,Written,90,30,18,231
1570,12/17/1998,Written,30,100,60,3
1571,2/17/2022,Multi Choice,120,50,30,193
1572,2/28/2011,Written,60,100,60,99
1573,5/19/2011,Project Based,120,100,60,290
1574,12/19/2007,Project Based,90,50,30,149
1575,10/8/2004,Project Based,60,100,60,114
1576,4/6/2004,Multi Choice,40,50,30,156
1577,5/10/1998,Multi Choice,20,50,30,79
1578,11/12/2009,Project Based,90,30,18,150
1579,6/7/2012,Multi Choice,40,100,60,257
1580,4/27/2019,Project Based,60,100,60,31
1581,5/23/1999,Project Based,20,10,6,277
1582,2/12/2000,Project Based,90,50,30,279
1583,11/15/2004,Multi Choice,180,100,60,139
1584,3/15/2019,Multi Choice,180,30,18,223
1585,10/19/2024,Written,20,50,30,264
1586,1/26/2001,Project Based,120,120,72,35
1587,10/23/2006,Project Based,30,120,72,257
1588,5/11/2016,Multi Choice,90,10,6,141
1589,10/21/2012,Multi Choice,90,30,18,148
1590,2/24/2000,Multi Choice,30,50,30,281
1591,5/12/2002,Multi Choice,20,120,72,238
1592,3/2/1996,Multi Choice,60,120,72,340
1593,5/7/2011,Written,30,100,60,225
1594,5/23/2007,Project Based,120,100,60,95
1595,1/9/2005,Multi Choice,60,30,18,25
1596,3/2/2005,Written,20,30,18,53
1597,5/17/2025,Written,180,120,72,218
1598,5/8/2003,Multi Choice,90,100,60,80
1599,2/15/2000,Multi Choice,60,30,18,275
1600,3/11/1997,Written,20,50,30,97
1601,10/3/2018,Written,20,50,30,20
1602,6/5/2010,Project Based,60,120,72,276
1603,3/11/2026,Multi Choice,40,30,18,22
1604,3/3/2011,Written,40,100,60,226
1605,3/19/2004,Multi Choice,40,50,30,50
1606,6/20/1996,Project Based,20,10,6,155
1607,10/1/2000,Project Based,180,50,30,340
1608,12/19/2016,Written,60,50,30,210
1609,11/11/1999,Project Based,30,100,60,1
1610,11/24/2008,Multi Choice,90,10,6,267
1611,3/27/2001,Project Based,120,30,18,275
1612,3/5/2000,Multi Choice,90,30,18,317
1613,6/25/2025,Project Based,120,10,6,325
1614,11/27/2015,Written,60,30,18,285
1615,11/4/1997,Project Based,40,30,18,234
1616,5/30/2000,Project Based,40,10,6,61
1617,2/3/2024,Project Based,60,30,18,350
1618,10/22/1998,Project Based,180,30,18,234
1619,6/7/2002,Project Based,20,30,18,162
1620,2/10/1996,Project Based,60,100,60,12
1621,6/23/2022,Project Based,180,120,72,279
1622,6/8/1999,Written,180,10,6,328
1623,2/18/2008,Written,30,30,18,96
1624,3/2/2012,Written,30,30,18,344
1625,6/21/2002,Written,30,10,6,249
1626,5/7/2005,Written,90,120,72,146
1627,10/12/1998,Multi Choice,90,10,6,258
1628,6/2/2004,Multi Choice,30,10,6,257
1629,4/5/2021,Written,40,10,6,196
1630,1/21/1996,Project Based,90,120,72,194
1631,2/19/2021,Written,20,100,60,186
1632,2/23/2009,Multi Choice,180,30,18,32
1633,10/8/1995,Written,120,50,30,334
1634,12/11/2001,Multi Choice,90,10,6,109
1635,12/29/2002,Written,90,120,72,245
1636,11/13/2006,Written,180,120,72,96
1637,3/1/1998,Project Based,40,100,60,10
1638,4/29/2026,Written,90,50,30,131
1639,12/16/2003,Multi Choice,120,100,60,300
1640,12/29/1995,Multi Choice,90,50,30,67
1641,3/4/2022,Project Based,90,30,18,5
1642,12/19/2017,Written,120,100,60,40
1643,3/15/2021,Project Based,40,100,60,339
1644,2/19/2003,Written,180,120,72,164
1645,6/29/2020,Written,60,30,18,327
1646,10/30/2001,Multi Choice,180,30,18,121
1647,6/16/2011,Multi Choice,30,30,18,108
1648,1/22/2000,Project Based,180,10,6,259
1649,11/15/1995,Multi Choice,180,10,6,246
1650,3/21/2002,Project Based,60,30,18,20
1651,4/2/2008,Project Based,60,10,6,198
1652,11/12/2024,Multi Choice,90,50,30,240
1653,2/12/2010,Multi Choice,60,30,18,223
1654,10/17/2003,Project Based,90,120,72,21
1655,10/19/2001,Multi Choice,90,10,6,117
1656,5/3/2008,Multi Choice,120,50,30,181
1657,11/4/1997,Written,120,30,18,311
1658,1/3/1999,Written,30,30,18,139
1659,2/20/1996,Project Based,30,30,18,273
1660,10/27/2000,Multi Choice,180,120,72,44
1661,5/1/2024,Written,180,10,6,146
1662,4/21/2019,Multi Choice,30,30,18,95
1663,1/31/2011,Project Based,40,120,72,348
1664,5/18/1997,Written,20,10,6,231
1665,1/4/2001,Written,180,100,60,109
1666,3/2/1999,Written,90,120,72,264
1667,7/1/2003,Multi Choice,90,50,30,48
1668,10/26/1996,Multi Choice,30,50,30,76
1669,1/21/2014,Written,90,50,30,69
1670,1/20/2023,Multi Choice,180,120,72,238
1671,6/24/2006,Written,120,120,72,168
1672,4/24/2008,Written,90,100,60,52
1673,4/15/1998,Multi Choice,120,10,6,37
1674,10/20/2018,Written,40,50,30,174
1675,6/6/1997,Multi Choice,90,50,30,248
1676,10/29/2016,Project Based,180,120,72,304
1677,12/9/2000,Multi Choice,60,30,18,267
1678,5/3/2015,Written,40,30,18,255
1679,5/30/2000,Written,120,100,60,256
1680,1/30/1998,Written,40,10,6,70
1681,3/24/2018,Project Based,90,30,18,149
1682,4/5/2000,Multi Choice,60,50,30,195
1683,11/24/1997,Multi Choice,20,120,72,139
1684,4/28/2018,Multi Choice,30,30,18,40
1685,12/8/2011,Multi Choice,120,10,6,311
1686,5/30/2021,Project Based,120,120,72,208
1687,11/28/2007,Project Based,30,50,30,11
1688,12/24/1997,Multi Choice,120,10,6,124
1689,12/15/2009,Written,60,30,18,192
1690,10/10/2008,Project Based,120,30,18,99
1691,10/28/2003,Project Based,30,120,72,94
1692,1/8/2015,Project Based,90,100,60,147
1693,6/18/2021,Project Based,60,100,60,266
1694,11/5/1997,Multi Choice,40,50,30,203
1695,10/23/1998,Project Based,90,100,60,215
1696,6/23/2011,Project Based,30,100,60,263
1697,2/15/2001,Written,40,50,30,211
1698,3/13/2011,Multi Choice,90,10,6,86
1699,6/10/2007,Project Based,90,100,60,229
1700,4/2/2019,Project Based,40,120,72,93
1701,3/9/2013,Multi Choice,180,50,30,118
1702,1/20/1996,Multi Choice,40,120,72,48
1703,4/14/1996,Project Based,20,120,72,316
1704,5/15/2017,Multi Choice,90,50,30,297
1705,10/10/1995,Written,180,10,6,59
1706,10/10/1997,Written,90,50,30,293
1707,12/13/1997,Written,180,10,6,183
1708,4/4/2012,Written,30,30,18,11
1709,2/28/2000,Project Based,40,30,18,281
1710,12/21/2019,Written,180,30,18,289
1711,5/30/2016,Written,90,30,18,35
1712,3/6/2001,Multi Choice,30,50,30,221
1713,10/2/2017,Written,90,50,30,332
1714,12/17/1996,Written,180,50,30,128
1715,4/3/2018,Project Based,90,120,72,174
1716,5/29/1996,Multi Choice,30,30,18,207
1717,12/3/1996,Project Based,40,120,72,149
1718,5/17/2002,Written,30,50,30,236
1719,3/19/2020,Multi Choice,60,30,18,175
1720,3/27/2010,Multi Choice,40,30,18,138
1721,5/4/2013,Written,60,10,6,6
1722,1/7/2001,Multi Choice,90,10,6,57
1723,4/2/2005,Multi Choice,90,10,6,347
1724,5/30/2000,Written,40,30,18,170
1725,11/15/2009,Written,40,30,18,138
1726,10/18/2000,Project Based,20,50,30,94
1727,3/20/1996,Project Based,90,100,60,327
1728,12/22/2009,Project Based,90,30,18,332
1729,11/24/2004,Written,60,120,72,197
1730,2/19/1997,Project Based,20,10,6,338
1731,12/23/1997,Project Based,60,50,30,195
1732,3/10/2023,Written,60,30,18,159
1733,5/14/2000,Multi Choice,30,10,6,51
1734,12/23/2003,Project Based,120,120,72,211
1735,6/7/2024,Multi Choice,180,10,6,63
1736,5/19/2009,Multi Choice,180,50,30,97
1737,1/2/2018,Multi Choice,120,100,60,160
1738,1/6/2025,Written,40,10,6,264
1739,3/4/2022,Project Based,120,50,30,166
1740,6/4/2019,Project Based,180,30,18,81
1741,12/14/2021,Written,20,30,18,328
1742,12/21/2024,Project Based,60,50,30,322
1743,4/28/2000,Multi Choice,60,120,72,183
1744,3/19/2001,Multi Choice,30,120,72,140
1745,5/7/2010,Project Based,20,30,18,55
1746,3/6/2003,Project Based,40,100,60,77
1747,5/5/1998,Project Based,60,100,60,176
1748,12/2/2022,Written,120,120,72,284
1749,1/16/2003,Project Based,180,30,18,193
1750,6/15/2004,Multi Choice,40,50,30,252
1751,3/30/1998,Written,180,50,30,330
1752,5/25/2000,Project Based,180,10,6,214
1753,6/24/2019,Multi Choice,180,100,60,66
1754,5/16/2017,Written,120,30,18,258
1755,4/23/1996,Project Based,120,100,60,286
1756,6/8/2001,Project Based,20,100,60,120
1757,3/18/2021,Project Based,40,10,6,58
1758,11/8/2008,Written,30,30,18,292
1759,6/15/2002,Multi Choice,40,10,6,347
1760,6/14/2002,Written,120,10,6,14
1761,2/4/2021,Project Based,30,120,72,187
1762,10/9/1996,Written,60,50,30,191
1763,2/21/2009,Written,40,30,18,289
1764,6/6/2024,Project Based,20,10,6,28
1765,1/28/2021,Multi Choice,60,10,6,188
1766,3/31/2001,Written,120,100,60,123
1767,12/6/1996,Project Based,60,100,60,332
1768,11/30/2002,Written,20,30,18,261
1769,1/23/1998,Project Based,120,10,6,325
1770,11/15/2016,Project Based,90,10,6,161
1771,3/12/2006,Multi Choice,40,30,18,182
1772,4/1/2005,Written,90,10,6,40
1773,3/6/2007,Multi Choice,120,50,30,208
1774,11/26/2016,Project Based,90,10,6,165
1775,3/31/2004,Project Based,120,10,6,303
1776,12/14/2001,Written,20,120,72,119
1777,12/31/1997,Project Based,20,10,6,323
1778,3/1/1998,Multi Choice,60,120,72,165
1779,3/13/2003,Multi Choice,30,50,30,146
1780,5/17/2005,Project Based,120,50,30,221
1781,4/2/1998,Multi Choice,120,50,30,97
1782,1/31/2004,Written,180,30,18,289
1783,3/25/2004,Project Based,180,120,72,290
1784,11/14/1997,Project Based,30,100,60,211
1785,6/12/2002,Project Based,180,120,72,71
1786,4/14/2018,Multi Choice,180,10,6,295
1787,3/26/2007,Written,60,120,72,175
1788,5/27/2001,Multi Choice,30,100,60,210
1789,12/19/1998,Project Based,40,50,30,293
1790,11/28/2019,Multi Choice,90,10,6,249
1791,12/12/2005,Multi Choice,120,120,72,6
1792,3/6/2019,Project Based,20,10,6,28
1793,1/24/2024,Project Based,90,50,30,301
1794,4/30/2013,Written,90,10,6,26
1795,5/6/2017,Multi Choice,20,120,72,199
1796,2/3/2002,Multi Choice,120,100,60,17
1797,10/22/1998,Project Based,60,120,72,321
1798,2/2/2017,Multi Choice,180,50,30,295
1799,12/25/2005,Written,60,30,18,43
1800,6/17/2013,Multi Choice,40,10,6,100
1801,11/20/1997,Written,120,30,18,164
1802,3/7/1996,Written,20,120,72,327
1803,10/14/2021,Multi Choice,20,100,60,266
1804,5/7/2003,Project Based,30,50,30,55
1805,5/22/2013,Project Based,120,30,18,34
1806,4/15/1998,Project Based,60,120,72,208
1807,11/22/2004,Written,120,100,60,86
1808,10/10/2008,Written,40,50,30,81
1809,6/14/2002,Written,60,100,60,3
1810,4/25/2003,Multi Choice,180,120,72,194
1811,11/22/2003,Written,40,10,6,322
1812,4/23/1998,Multi Choice,30,120,72,100
1813,10/17/2016,Project Based,60,100,60,235
1814,6/28/2002,Written,40,120,72,58
1815,5/23/2002,Project Based,40,120,72,133
1816,3/21/2015,Project Based,30,10,6,275
