gp_ID,gp_Name,gp_Score
1545,Cloud-Based Test Management,78.82
1546,Cloud-Based Test Management,75.35
1547,Healthcare Data Warehouse,62.3
1548,Restaurant Ordering System,82.65
1549,E-Commerce Dashboard,74.86
1550,Logistics Optimization Platform,55.68
1551,AI-based Exam Evaluator,79.12
1552,Data Visualization Platform,74.71
1553,Smart Invigilation System,69.04
1554,IoT Smart Home Controller,62.59
1555,Restaurant Ordering System,70.59
1556,Tourism Recommendation System,66.11
1557,Online Examination System,83.68
1558,Exam Result Prediction System,73.8
1559,Automated Exam Management,99.34
1560,Student Assessment Portal,50.5
1561,Logistics Optimization Platform,51.16
1562,Online Examination System,54.14
1563,IoT Smart Home Controller,52.52
1564,Digital Quiz and Result Analyzer,81.53
1565,University Admission Portal,90.3
1566,Human Resource Management,79.17
1567,E-Learning and Exam Platform,62.07
1568,Healthcare Data Warehouse,66.92
1569,Library Automation System,92.08
1570,Restaurant Ordering System,78.12
1571,School Management System,70.09
1572,Data Visualization Platform,79.27
1573,Library Automation System,71.42
1574,IoT Smart Home Controller,71.56
1575,School Management System,84.92
1576,Sales Forecasting Tool,50.4
1577,Social Media Analytics,64.49
1578,Hospital Management System,63.56
1579,AI-based Exam Evaluator,56.19
1580,Exam Scheduling and Proctoring System,88.01
1581,E-Learning and Exam Platform,82.87
1582,Online Examination System,67.58
1583,E-Commerce Dashboard,53.22
1584,Digital Quiz and Result Analyzer,92.55
1585,Social Media Analytics,85.7
1586,Human Resource Management,69.33
1587,E-Learning and Exam Platform,82.36
1588,Restaurant Ordering System,82.95
1589,Smart Invigilation System,81.63
1590,AI-based Exam Evaluator,64.17
1591,Exam Result Prediction System,50.9
1592,Exam Scheduling and Proctoring System,53.19
1593,Smart Invigilation System,53.54
1594,Tourism Recommendation System,55.07
1595,Cloud-Based Test Management,69.92
1596,Bank Loan Prediction System,80.27
1597,Automated Exam Management,97.37
1598,Smart Invigilation System,53.96
1599,Sales Forecasting Tool,51.18
1600,Bank Loan Prediction System,56.46
1601,Cloud-Based Test Management,92.12
1602,Cloud-Based Test Management,86.16
1603,Sales Forecasting Tool,52.68
1604,Smart Invigilation System,51.29
1605,Cloud-Based Test Management,99.94
1606,Logistics Optimization Platform,85.92
1607,Social Media Analytics,85.83
1608,AI-based Exam Evaluator,79.88
1609,Restaurant Ordering System,52.71
1610,Exam Scheduling and Proctoring System,62.11
1611,Automated Exam Management,83.42
1612,Logistics Optimization Platform,71.58
1613,Digital Quiz and Result Analyzer,74.05
1614,Data Visualization Platform,99.76
1615,Digital Quiz and Result Analyzer,83.29
1616,E-Learning and Exam Platform,59.01
1617,Exam Scheduling and Proctoring System,67.61
1618,Online Examination System,58.17
1619,Customer Feedback Analyzer,79.33
1620,Human Resource Management,81.08
1621,Cloud-Based Test Management,66.76
1622,Real Estate Analytics Dashboard,59.47
1623,Social Media Analytics,91.18
1624,E-Commerce Dashboard,77.4
1625,Online Examination System,78.9
1626,Student Assessment Portal,60.32
1627,Restaurant Ordering System,68.52
1628,Tourism Recommendation System,63.28
1629,Healthcare Data Warehouse,99.38
1630,Automated Exam Management,59.1
1631,Automated Exam Management,62
1632,Cloud-Based Test Management,52.9
1633,AI-based Exam Evaluator,60.53
1634,Human Resource Management,86.19
1635,Healthcare Data Warehouse,51.46
1636,Digital Quiz and Result Analyzer,86.57
1637,Bank Loan Prediction System,81.49
1638,Automated Exam Management,58.23
1639,Healthcare Data Warehouse,73.32
1640,Exam Result Prediction System,56.8
1641,School Management System,96.2
1642,Bank Loan Prediction System,51.53
1643,E-Learning and Exam Platform,99.59
1644,Data Visualization Platform,64.89
1645,Cloud-Based Test Management,57.2
1646,AI-based Exam Evaluator,82.12
1647,Digital Quiz and Result Analyzer,54.25
1648,Online Examination System,55.77
1649,Digital Quiz and Result Analyzer,91.94
1650,Exam Scheduling and Proctoring System,63.11
1651,E-Learning and Exam Platform,52.64
1652,Data Visualization Platform,92.94
1653,E-Learning and Exam Platform,58.81
1654,Customer Feedback Analyzer,96.88
1655,Hospital Management System,98.12
1656,Smart Parking System,51.01
1657,Exam Scheduling and Proctoring System,99.39
1658,Restaurant Ordering System,58.56
1659,Hospital Management System,52.48
1660,Exam Result Prediction System,68.41
1661,Exam Result Prediction System,61.46
1662,Exam Result Prediction System,76.16
1663,Student Assessment Portal,51.89
1664,Automated Exam Management,92.23
1665,Student Assessment Portal,74.38
1666,Smart Invigilation System,65.76
1667,Library Automation System,78.04
1668,Cloud-Based Test Management,98.77
1669,Online Examination System,58.49
1670,Student Assessment Portal,93.1
1671,Social Media Analytics,96.49
1672,Automated Exam Management,77.13
1673,Online Examination System,96.65
1674,Online Examination System,74.94
1675,Data Visualization Platform,70.27
1676,Cloud-Based Test Management,85.78
1677,Exam Scheduling and Proctoring System,62.8
1678,AI-based Exam Evaluator,93.59
1679,Smart Parking System,98.19
1680,Smart Invigilation System,89.13
1681,Customer Feedback Analyzer,51.29
1682,Inventory Management System,65.12
1683,School Management System,66.41
1684,AI-based Exam Evaluator,96.53
1685,E-Learning and Exam Platform,75.27
1686,Automated Exam Management,88.61
1687,Exam Result Prediction System,62.58
1688,Exam Scheduling and Proctoring System,99.77
1689,Customer Feedback Analyzer,59.43
1690,Smart Parking System,74.6
1691,AI-based Exam Evaluator,76.99
1692,Bank Loan Prediction System,59.12
1693,AI-based Exam Evaluator,93.26
1694,Exam Scheduling and Proctoring System,91.71
1695,Restaurant Ordering System,71.25
1696,Smart Invigilation System,66.04
1697,Social Media Analytics,64.92
1698,Online Examination System,84.82
1699,Student Assessment Portal,93.07
1700,E-Learning and Exam Platform,77.62
1701,Library Automation System,57.44
1702,IoT Smart Home Controller,66.45
1703,Bank Loan Prediction System,75.87
1704,E-Commerce Dashboard,55.65
1705,Online Examination System,70.06
1706,Hospital Management System,84.02
1707,AI-based Exam Evaluator,98.7
1708,Cloud-Based Test Management,91.56
1709,Customer Feedback Analyzer,76.31
1710,Employee Attendance Tracker,75.53
1711,School Management System,74.08
1712,Sales Forecasting Tool,66.72
1713,E-Learning and Exam Platform,96.14
1714,Digital Quiz and Result Analyzer,52.3
1715,Logistics Optimization Platform,87.5
1716,University Admission Portal,61.7
1717,Digital Quiz and Result Analyzer,59.49
1718,University Admission Portal,93.47
1719,Healthcare Data Warehouse,78.66
1720,Smart Invigilation System,63.13
1721,Cloud-Based Test Management,56.34
1722,Data Visualization Platform,75.05
1723,Smart Invigilation System,74.44
1724,School Management System,77.95
1725,Library Automation System,71.79
1726,Digital Quiz and Result Analyzer,51.77
1727,Human Resource Management,69.25
1728,Healthcare Data Warehouse,60.79
1729,Exam Result Prediction System,67.11
1730,Cloud-Based Test Management,52.65
1731,Smart Parking System,71.51
1732,E-Learning and Exam Platform,72.64
1733,Student Assessment Portal,64.84
1734,Real Estate Analytics Dashboard,74.34
1735,Cloud-Based Test Management,79.83
1736,Student Assessment Portal,65
1737,Real Estate Analytics Dashboard,71.81
1738,AI-based Exam Evaluator,87.43
1739,Tourism Recommendation System,56.39
1740,Online Examination System,61.72
1741,Exam Scheduling and Proctoring System,58.09
1742,Cloud-Based Test Management,58.56
1743,Inventory Management System,88.02
1744,Data Visualization Platform,63.44
1745,Data Visualization Platform,78.68
1746,Tourism Recommendation System,85.28
1747,Logistics Optimization Platform,57.46
1748,Smart Invigilation System,69.8
1749,E-Learning and Exam Platform,59.65
1750,Smart Invigilation System,79.23
1751,University Admission Portal,70.27
1752,Digital Quiz and Result Analyzer,57.52
1753,Exam Scheduling and Proctoring System,92.51
1754,E-Learning and Exam Platform,80.5
1755,Employee Attendance Tracker,60.23
1756,Online Examination System,54.33
1757,Automated Exam Management,64.44
1758,Healthcare Data Warehouse,63.85
1759,Employee Attendance Tracker,88.64
1760,Inventory Management System,78.14
1761,IoT Smart Home Controller,78.95
1762,AI-based Exam Evaluator,57.67
1763,Exam Scheduling and Proctoring System,93.46
1764,AI-based Exam Evaluator,66.72
1765,Smart Invigilation System,98.03
1766,Restaurant Ordering System,94.73
1767,E-Learning and Exam Platform,71.19
1768,Real Estate Analytics Dashboard,71.34
1769,Exam Scheduling and Proctoring System,50.5
1770,Logistics Optimization Platform,55.09
1771,Smart Invigilation System,61.25
1772,E-Commerce Dashboard,57.45
1773,Smart Invigilation System,90.72
1774,E-Learning and Exam Platform,94.05
1775,Employee Attendance Tracker,62.49
1776,Cloud-Based Test Management,59.98
1777,Hospital Management System,56.65
1778,Human Resource Management,79.09
1779,Tourism Recommendation System,85
1780,Smart Parking System,90.48
1781,Cloud-Based Test Management,84.41
1782,E-Learning and Exam Platform,57.57
1783,AI-based Exam Evaluator,98.27
1784,Student Assessment Portal,95.09
1785,AI-based Exam Evaluator,77.39
1786,Hospital Management System,58.64
1787,Library Automation System,62.73
1788,Bank Loan Prediction System,59.88
1789,Inventory Management System,88.68
1790,Social Media Analytics,90.32
1791,Digital Quiz and Result Analyzer,78.05
1792,Smart Invigilation System,88.87
1793,Sales Forecasting Tool,95.45
1794,Automated Exam Management,53.11
1795,IoT Smart Home Controller,74.29
1796,Student Assessment Portal,98.14
1797,Data Visualization Platform,98.21
1798,Tourism Recommendation System,97.49
1799,Restaurant Ordering System,66.49
1800,Data Visualization Platform,50.33
1801,Automated Exam Management,59.93
1802,Inventory Management System,55.8
1803,Bank Loan Prediction System,92.94
1804,Healthcare Data Warehouse,55.98
1805,Library Automation System,75.21
1806,AI-based Exam Evaluator,88.03
1807,AI-based Exam Evaluator,77.64
1808,AI-based Exam Evaluator,72.65
1809,Cloud-Based Test Management,72.38
1810,Exam Result Prediction System,63.4
1811,Digital Quiz and Result Analyzer,63.01
1812,Library Automation System,79.82
1813,Real Estate Analytics Dashboard,58.73
1814,Bank Loan Prediction System,76.15
1815,Exam Scheduling and Proctoring System,52.67
1816,Inventory Management System,59.04
1817,Smart Invigilation System,88.53
1818,Exam Scheduling and Proctoring System,86.15
1819,Online Examination System,93.33
1820,Data Visualization Platform,85.52
1821,E-Learning and Exam Platform,68.4
1822,Employee Attendance Tracker,90.78
1823,Smart Invigilation System,72.86
1824,Smart Invigilation System,90.82
1825,Online Examination System,71.21
1826,Healthcare Data Warehouse,68.65
1827,Automated Exam Management,78.25
1828,Online Examination System,68.49
1829,Digital Quiz and Result Analyzer,65.63
1830,E-Learning and Exam Platform,97.31
1831,Exam Result Prediction System,88.1
1832,Data Visualization Platform,96.66
1833,Restaurant Ordering System,76.9
1834,Online Examination System,59.4
1835,Smart Invigilation System,70.84
1836,E-Learning and Exam Platform,70.26
1837,AI-based Exam Evaluator,55.5
1838,Human Resource Management,61.24
1839,Hospital Management System,86.7
1840,Exam Result Prediction System,62.67
1841,Exam Scheduling and Proctoring System,78.67
1842,Bank Loan Prediction System,72.62
1843,Customer Feedback Analyzer,86.14
1844,E-Commerce Dashboard,65.22
1845,IoT Smart Home Controller,90.85
1846,Exam Result Prediction System,95.4
1847,Healthcare Data Warehouse,58.2
1848,Digital Quiz and Result Analyzer,58.62
1849,E-Commerce Dashboard,56.31
1850,Student Assessment Portal,58.66
1851,Exam Scheduling and Proctoring System,77.7
1852,Digital Quiz and Result Analyzer,74.42
1853,Smart Invigilation System,91.96
1854,Online Examination System,65.5
1855,Tourism Recommendation System,56.05
1856,University Admission Portal,80.48
1857,Employee Attendance Tracker,94.75
1858,Student Assessment Portal,84.47
1859,Smart Parking System,74.12
1860,Student Assessment Portal,65.99
1861,Exam Result Prediction System,74.5
1862,Smart Invigilation System,74.57
1863,Exam Scheduling and Proctoring System,73.84
1864,Real Estate Analytics Dashboard,60.76
1865,Exam Scheduling and Proctoring System,92.47
1866,E-Commerce Dashboard,79.71
1867,Human Resource Management,79.55
1868,Exam Result Prediction System,94.2
1869,Automated Exam Management,52.91
1870,Online Examination System,83.28
1871,Digital Quiz and Result Analyzer,97.64
1872,Digital Quiz and Result Analyzer,93.33
1873,Bank Loan Prediction System,96.26
1874,Cloud-Based Test Management,51.78
1875,Customer Feedback Analyzer,91.05
1876,E-Commerce Dashboard,72.63
1877,Smart Invigilation System,85.05
1878,Customer Feedback Analyzer,94.6
1879,Hospital Management System,50.66
1880,E-Learning and Exam Platform,51.62
1881,Cloud-Based Test Management,52.23
1882,Online Examination System,51.28
1883,Real Estate Analytics Dashboard,98.48
1884,AI-based Exam Evaluator,97.88
1885,AI-based Exam Evaluator,83.7
1886,School Management System,79.47
1887,IoT Smart Home Controller,50.05
1888,Online Examination System,66.08
1889,Hospital Management System,73.93
1890,Restaurant Ordering System,67.34
1891,Exam Scheduling and Proctoring System,62.61
1892,E-Learning and Exam Platform,92.97
1893,Data Visualization Platform,58.49
1894,Tourism Recommendation System,84.86
1895,Employee Attendance Tracker,86.28
1896,Human Resource Management,54.74
1897,Exam Result Prediction System,60.4
1898,University Admission Portal,74.06
1899,Customer Feedback Analyzer,82.86
1900,Sales Forecasting Tool,81.82
1901,AI-based Exam Evaluator,95.7
1902,Digital Quiz and Result Analyzer,95.45
1903,Smart Invigilation System,72.32
1904,Library Automation System,52.35
1905,Tourism Recommendation System,88.75
1906,Hospital Management System,84.8
1907,Logistics Optimization Platform,81.04
1908,Exam Result Prediction System,91.78
1909,Bank Loan Prediction System,58.2
1910,Healthcare Data Warehouse,55.59
1911,Bank Loan Prediction System,63.02
1912,Tourism Recommendation System,96.27
1913,Tourism Recommendation System,75.22
1914,Student Assessment Portal,79.02
1915,E-Learning and Exam Platform,82.4
1916,Real Estate Analytics Dashboard,51.27
1917,Smart Invigilation System,68.33
1918,Real Estate Analytics Dashboard,58.33
1919,IoT Smart Home Controller,52.27
1920,IoT Smart Home Controller,60.08
1921,University Admission Portal,55.73
1922,E-Commerce Dashboard,83.2
1923,Library Automation System,68.13
1924,IoT Smart Home Controller,71.79
1925,Exam Scheduling and Proctoring System,82.05
1926,Restaurant Ordering System,69.31
1927,Exam Scheduling and Proctoring System,56.49
1928,School Management System,61.12
1929,E-Learning and Exam Platform,70.23
1930,E-Learning and Exam Platform,79.84
1931,Employee Attendance Tracker,63.77
1932,Digital Quiz and Result Analyzer,91.73
1933,Employee Attendance Tracker,70.27
1934,Sales Forecasting Tool,64.5
1935,Inventory Management System,63.96
1936,Restaurant Ordering System,81.66
1937,Exam Result Prediction System,65.32
1938,Smart Invigilation System,73.93
1939,Digital Quiz and Result Analyzer,97.91
1940,University Admission Portal,96.36
1941,Student Assessment Portal,65.32
1942,Student Assessment Portal,66.12
1943,Digital Quiz and Result Analyzer,61.8
1944,IoT Smart Home Controller,58.37
1945,Exam Scheduling and Proctoring System,99.41
1946,AI-based Exam Evaluator,51.31
1947,Exam Scheduling and Proctoring System,90.95
1948,Library Automation System,67.98
1949,Online Examination System,87.99
1950,Social Media Analytics,54.77
1951,Human Resource Management,53.78
1952,Exam Scheduling and Proctoring System,96.19
1953,E-Commerce Dashboard,62.45
1954,Automated Exam Management,91.6
1955,Online Examination System,64.41
1956,E-Commerce Dashboard,97.38
1957,AI-based Exam Evaluator,96.98
1958,School Management System,75.59
1959,Online Examination System,83.23
1960,School Management System,57.22
1961,Social Media Analytics,74.47
1962,Online Examination System,81.37
1963,E-Learning and Exam Platform,70.21
1964,Online Examination System,52.23
1965,Smart Invigilation System,79.13
1966,School Management System,88.01
1967,Library Automation System,64.39
1968,Cloud-Based Test Management,71.18
1969,AI-based Exam Evaluator,76.99
1970,Online Examination System,73.66
1971,School Management System,77.63
1972,E-Learning and Exam Platform,52.48
1973,Employee Attendance Tracker,76.35
1974,Bank Loan Prediction System,87.58
1975,E-Learning and Exam Platform,65.51
1976,Student Assessment Portal,61.58
1977,Social Media Analytics,54.63
1978,Sales Forecasting Tool,59.18
1979,Healthcare Data Warehouse,94.41
1980,Tourism Recommendation System,98.2
1981,Online Examination System,61.52
1982,Online Examination System,90.04
1983,Real Estate Analytics Dashboard,85.29
1984,Restaurant Ordering System,79.12
1985,Digital Quiz and Result Analyzer,89.87
1986,Healthcare Data Warehouse,50.03
1987,Inventory Management System,88.61
1988,University Admission Portal,86.07
1989,Smart Invigilation System,95.76
1990,Exam Result Prediction System,64.05
1991,Library Automation System,92.74
1992,Human Resource Management,87.43
1993,Automated Exam Management,72.89
1994,Healthcare Data Warehouse,78.81
1995,Online Examination System,98.28
1996,Cloud-Based Test Management,75.01
1997,Student Assessment Portal,72.99
1998,Cloud-Based Test Management,60.61
1999,IoT Smart Home Controller,78.29
2000,Real Estate Analytics Dashboard,98.24
2001,Smart Parking System,84.98
2002,Smart Parking System,96.59
2003,IoT Smart Home Controller,58.18
2004,Social Media Analytics,75.76
2005,Smart Invigilation System,81.77
2006,Smart Invigilation System,68.25
2007,University Admission Portal,88.02
2008,Healthcare Data Warehouse,60.78
2009,Data Visualization Platform,55.41
2010,Online Examination System,56.12
2011,Online Examination System,77.46
2012,Automated Exam Management,60.59
2013,Digital Quiz and Result Analyzer,75.31
2014,Healthcare Data Warehouse,82.88
2015,AI-based Exam Evaluator,59.46
2016,Online Examination System,64.87
2017,Library Automation System,81.99
2018,Sales Forecasting Tool,69.18
2019,E-Learning and Exam Platform,51.23
2020,Online Examination System,68.19
2021,Logistics Optimization Platform,79.84
2022,Digital Quiz and Result Analyzer,62.53
2023,Data Visualization Platform,66.46
2024,Healthcare Data Warehouse,59.3
2025,Student Assessment Portal,64.57
2026,School Management System,86.83
2027,Inventory Management System,71.12
2028,Tourism Recommendation System,75.92
2029,Data Visualization Platform,50.28
2030,Automated Exam Management,81.53
2031,Library Automation System,51.88
2032,Bank Loan Prediction System,92.75
2033,Exam Scheduling and Proctoring System,95.9
2034,University Admission Portal,72.16
2035,Digital Quiz and Result Analyzer,73.65
2036,AI-based Exam Evaluator,64.35
2037,Customer Feedback Analyzer,67.58
2038,Social Media Analytics,70.09
2039,Restaurant Ordering System,75.01
2040,Social Media Analytics,96.24
2041,Employee Attendance Tracker,71.43
2042,Exam Scheduling and Proctoring System,60.83
2043,Online Examination System,66.51
2044,Bank Loan Prediction System,64.21
2045,Customer Feedback Analyzer,74.79
2046,Healthcare Data Warehouse,95.17
2047,Real Estate Analytics Dashboard,88.34
2048,E-Learning and Exam Platform,90.65
2049,Employee Attendance Tracker,57.47
2050,Digital Quiz and Result Analyzer,71.22
2051,Exam Result Prediction System,95.13
2052,Human Resource Management,55.51
2053,University Admission Portal,71.5
2054,Exam Scheduling and Proctoring System,62.37
2055,Human Resource Management,71.79
2056,Library Automation System,96.4
2057,Exam Scheduling and Proctoring System,91.84
2058,Exam Scheduling and Proctoring System,77.68
2059,Employee Attendance Tracker,65.09
2060,Hospital Management System,87.82
2061,School Management System,60.06
2062,Student Assessment Portal,93.81
2063,Online Examination System,85.5
2064,Cloud-Based Test Management,60.74
2065,Employee Attendance Tracker,62.18
2066,Restaurant Ordering System,76.51
2067,Restaurant Ordering System,68.52
2068,Bank Loan Prediction System,62.28
2069,Data Visualization Platform,80.36
2070,Student Assessment Portal,79.62
2071,AI-based Exam Evaluator,60.29
2072,Exam Scheduling and Proctoring System,93.76
2073,Smart Parking System,86.59
2074,Student Assessment Portal,69.95
2075,E-Learning and Exam Platform,76.22
2076,Social Media Analytics,68.66
2077,Automated Exam Management,55.08
2078,Online Examination System,98.12
2079,Healthcare Data Warehouse,79.65
2080,Inventory Management System,62.16
2081,Real Estate Analytics Dashboard,96.1
2082,AI-based Exam Evaluator,83.91
2083,IoT Smart Home Controller,72.58
2084,Automated Exam Management,99.96
2085,Online Examination System,54.35
2086,University Admission Portal,62.01
2087,Student Assessment Portal,89.87
2088,Social Media Analytics,74.47
2089,Tourism Recommendation System,73.86
2090,Student Assessment Portal,58.6
2091,Data Visualization Platform,88.66
2092,Online Examination System,76.59
2093,Logistics Optimization Platform,87.83
2094,Smart Parking System,83.18
2095,Employee Attendance Tracker,96.58
2096,Online Examination System,97.11
2097,University Admission Portal,71.99
2098,Library Automation System,94.52
2099,Restaurant Ordering System,99.81
2100,Customer Feedback Analyzer,94.85
2101,Digital Quiz and Result Analyzer,84.24
2102,Employee Attendance Tracker,76
2103,Tourism Recommendation System,61.5
2104,AI-based Exam Evaluator,80.87
2105,Digital Quiz and Result Analyzer,68.91
2106,Customer Feedback Analyzer,86.74
2107,E-Learning and Exam Platform,72.99
2108,Digital Quiz and Result Analyzer,86.03
2109,Tourism Recommendation System,74.54
2110,AI-based Exam Evaluator,68.26
2111,Smart Parking System,78.7
2112,Employee Attendance Tracker,89.01
2113,Tourism Recommendation System,58.76
2114,Online Examination System,61.08
2115,Real Estate Analytics Dashboard,86.73
2116,Exam Scheduling and Proctoring System,82.36
2117,Sales Forecasting Tool,54.81
2118,Exam Scheduling and Proctoring System,63.56
2119,Restaurant Ordering System,99.52
2120,E-Learning and Exam Platform,59.04
2121,Smart Invigilation System,62.51
2122,University Admission Portal,87.38
2123,Tourism Recommendation System,51.83
2124,Hospital Management System,73.75
2125,Online Examination System,94.05
2126,E-Learning and Exam Platform,65.32
2127,Healthcare Data Warehouse,92.98
2128,Restaurant Ordering System,65
2129,Hospital Management System,81.14
2130,Data Visualization Platform,50.29
2131,Smart Parking System,73.05
2132,Automated Exam Management,77.47
2133,Exam Result Prediction System,77.13
2134,Digital Quiz and Result Analyzer,95.98
2135,Tourism Recommendation System,82.96
2136,Restaurant Ordering System,75.08
2137,E-Learning and Exam Platform,78.55
2138,Healthcare Data Warehouse,99.68
2139,E-Commerce Dashboard,87.29
2140,E-Commerce Dashboard,79.55
2141,Data Visualization Platform,94.31
2142,Exam Result Prediction System,96.86
2143,Exam Scheduling and Proctoring System,96.16
2144,E-Learning and Exam Platform,64.71
2145,IoT Smart Home Controller,64.41
2146,Online Examination System,98.27
2147,Human Resource Management,52.58
2148,Digital Quiz and Result Analyzer,58.03
2149,Cloud-Based Test Management,71.42
2150,Restaurant Ordering System,95.84
2151,Customer Feedback Analyzer,66.07
2152,Student Assessment Portal,98.31
2153,Bank Loan Prediction System,65.17
2154,Smart Invigilation System,65.81
2155,E-Commerce Dashboard,56.02
2156,Exam Result Prediction System,85.49
2157,Logistics Optimization Platform,61.77
2158,Digital Quiz and Result Analyzer,66.42
2159,Smart Invigilation System,90.83
2160,Cloud-Based Test Management,84.16
2161,Employee Attendance Tracker,84.22
2162,Smart Invigilation System,65
2163,Automated Exam Management,79.57
2164,School Management System,59.17
2165,Tourism Recommendation System,83.89
2166,Restaurant Ordering System,95.8
2167,Hospital Management System,56.17
2168,Exam Result Prediction System,69.7
2169,Data Visualization Platform,94.37
2170,Social Media Analytics,84.98
2171,Exam Result Prediction System,69.38
2172,Cloud-Based Test Management,75.07
2173,Human Resource Management,66.35
2174,Social Media Analytics,78.64
2175,Exam Scheduling and Proctoring System,68.24
2176,E-Learning and Exam Platform,82.72
2177,Customer Feedback Analyzer,61.67
2178,AI-based Exam Evaluator,60.75
2179,Tourism Recommendation System,95.83
2180,School Management System,77.76
2181,Inventory Management System,89.77
2182,Student Assessment Portal,64.97
2183,AI-based Exam Evaluator,70.01
2184,E-Learning and Exam Platform,74.82
2185,Exam Scheduling and Proctoring System,78.15
2186,AI-based Exam Evaluator,68.65
2187,E-Learning and Exam Platform,54.91
2188,Real Estate Analytics Dashboard,87.81
2189,E-Commerce Dashboard,59.67
2190,Smart Invigilation System,63.96
2191,Sales Forecasting Tool,65.63
2192,Smart Invigilation System,74.18
2193,Logistics Optimization Platform,86.88
2194,Student Assessment Portal,54.94
2195,School Management System,88.95
2196,Student Assessment Portal,52.39
2197,Library Automation System,57.59
2198,Healthcare Data Warehouse,80.75
2199,Hospital Management System,74.73
2200,Sales Forecasting Tool,85.56
2201,Automated Exam Management,82.01
2202,Exam Scheduling and Proctoring System,90.88
2203,Data Visualization Platform,76.94
2204,Library Automation System,57.96
2205,Tourism Recommendation System,76.9
2206,Exam Result Prediction System,75.78
2207,Exam Result Prediction System,55.57
2208,Hospital Management System,70.54
2209,AI-based Exam Evaluator,74.59
2210,E-Commerce Dashboard,91.29
2211,School Management System,59.69
2212,Student Assessment Portal,79.33
2213,Real Estate Analytics Dashboard,59.49
2214,Inventory Management System,59.83
2215,Smart Invigilation System,92.04
2216,Human Resource Management,83.65
2217,Logistics Optimization Platform,50.07
2218,Online Examination System,62.8
2219,Bank Loan Prediction System,84.26
2220,Digital Quiz and Result Analyzer,71.69
2221,Employee Attendance Tracker,63.02
2222,AI-based Exam Evaluator,75.59
2223,Smart Parking System,92.18
2224,Employee Attendance Tracker,67.05
2225,E-Learning and Exam Platform,85.54
2226,Exam Scheduling and Proctoring System,95.62
2227,Logistics Optimization Platform,98.01
2228,Cloud-Based Test Management,84.65
2229,Student Assessment Portal,80.21
2230,Online Examination System,64.21
2231,Exam Result Prediction System,71.42
2232,Exam Result Prediction System,80.56
2233,Automated Exam Management,67.49
2234,Smart Invigilation System,97.58
2235,Automated Exam Management,85.22
2236,Student Assessment Portal,77.72
2237,University Admission Portal,57.77
2238,Social Media Analytics,69.2
2239,Exam Scheduling and Proctoring System,75.02
2240,Digital Quiz and Result Analyzer,65.42
2241,Smart Invigilation System,61.12
2242,Smart Invigilation System,54.67
2243,Exam Result Prediction System,93.13
2244,Inventory Management System,70.41
2245,Student Assessment Portal,76.92
2246,Employee Attendance Tracker,65.14
2247,Exam Result Prediction System,95.87
2248,Online Examination System,54.73
2249,Exam Result Prediction System,88.53
2250,Online Examination System,58.06
2251,AI-based Exam Evaluator,65.6
2252,Restaurant Ordering System,81.55
2253,Student Assessment Portal,96.37
2254,Logistics Optimization Platform,89.57
2255,Bank Loan Prediction System,76.24
2256,Exam Result Prediction System,92.4
2257,Exam Scheduling and Proctoring System,89.24
2258,Bank Loan Prediction System,88.24
2259,AI-based Exam Evaluator,63.59
2260,AI-based Exam Evaluator,51.37
2261,Smart Parking System,53.93
2262,Online Examination System,74.94
2263,Human Resource Management,87.16
2264,Tourism Recommendation System,82.45
2265,IoT Smart Home Controller,93.55
2266,Digital Quiz and Result Analyzer,88.45
2267,Smart Invigilation System,78.24
2268,Student Assessment Portal,60.55
2269,IoT Smart Home Controller,68.84
2270,Healthcare Data Warehouse,81.73
2271,Social Media Analytics,75.52
2272,Smart Invigilation System,98.88
2273,Employee Attendance Tracker,79.24
2274,Social Media Analytics,55.83
2275,Exam Result Prediction System,80.95
2276,E-Learning and Exam Platform,88.52
2277,Tourism Recommendation System,94.02
2278,Data Visualization Platform,73.15
2279,Exam Scheduling and Proctoring System,62.66
2280,Cloud-Based Test Management,51.92
2281,Social Media Analytics,50.61
2282,Online Examination System,88.45
2283,Exam Scheduling and Proctoring System,64.57
2284,Exam Result Prediction System,99.67
2285,Automated Exam Management,97.56
2286,University Admission Portal,70.64
2287,Automated Exam Management,88.89
2288,Real Estate Analytics Dashboard,61.32
2289,Inventory Management System,60.19
2290,Data Visualization Platform,73.09
2291,AI-based Exam Evaluator,81.36
2292,Cloud-Based Test Management,97.99
2293,Cloud-Based Test Management,62.79
2294,Exam Result Prediction System,82.39
2295,Hospital Management System,86.21
2296,Student Assessment Portal,84.96
2297,School Management System,57.07
2298,Cloud-Based Test Management,53.43
2299,Smart Parking System,97.49
2300,Digital Quiz and Result Analyzer,62.81
2301,Smart Invigilation System,68.04
2302,IoT Smart Home Controller,57.96
2303,School Management System,78.26
2304,Exam Scheduling and Proctoring System,71.45
2305,E-Commerce Dashboard,99.95
2306,Sales Forecasting Tool,68.29
2307,Customer Feedback Analyzer,96.27
2308,Customer Feedback Analyzer,81.66
2309,Online Examination System,78.02
2310,Exam Scheduling and Proctoring System,82.97
2311,School Management System,75.08
2312,Smart Invigilation System,58.6
2313,Hospital Management System,71.14
2314,E-Commerce Dashboard,56.96
2315,Restaurant Ordering System,85.25
2316,Smart Parking System,60.16
2317,Student Assessment Portal,71.34
2318,Exam Scheduling and Proctoring System,78.48
2319,Cloud-Based Test Management,81.74
2320,Digital Quiz and Result Analyzer,81.91
