cer_ID,cer_Name,cer_Duration,cer_Platform,st_ID
6856,"Java Development",4,"CompTIA",2574
6857,"Python Data Analysis",7,"IBM Skills",18386
6858,"Load Balancing",3,"Codecademy",1698
6859,"Microservices Architecture",6,"IBM Skills",10348
6860,"Email Server Administration",44,"Harvard Online",18814
6861,"Object-Oriented Programming",20,"edX",15437
6862,"Edge Computing",5,"HubSpot Academy",7233
6863,"Data Structures and Algorithms",3,"HubSpot Academy",12664
6864,"RabbitMQ Messaging",8,"Google Analytics Academy",11392
6865,"Cloud Computing with AWS",16,"Microsoft Learn",18294
6866,"Keras Neural Networks",5,"Khan Academy",9121
6867,"Blockchain Development",9,"IBM Skills",10702
6868,"Data Structures and Algorithms",7,"Pluralsight",4969
6869,"Flask Development",4,"edX",13581
6870,"Chrome Extension Development",8,"MIT OpenCourseWare",3642
6871,"UI/UX Design Principles",11,"Salesforce Trailhead",15406
6872,"Keras Neural Networks",15,"Google Analytics Academy",5949
6873,"Content Management Systems",7,"DataCamp",17485
6874,"Scala Programming",6,"Microsoft Learn",8080
6875,"Web Development Fundamentals",12,"DataCamp",14845
6876,"Google Cloud Platform",12,"Khan Academy",2721
6877,"Blockchain Development",12,"Google Developers",9029
6878,"TensorFlow Development",8,"Stanford Online",6117
6879,"Code Review Best Practices",4,"Facebook Blueprint",11660
6880,"Disaster Recovery",20,"FreeCodeCamp",3402
6881,"Technical Writing",40,"Salesforce Trailhead",9711
6882,"Ethereum Smart Contracts",16,"DataCamp",2880
6883,"Quantum Computing",15,"CompTIA",3152
6884,"Code Review Best Practices",19,"HubSpot Academy",3366
6885,"Computer Networks",11,"Salesforce Trailhead",16475
6886,"TensorFlow Development",19,"AWS Training",9451
6887,"Angular Development",6,"Stanford Online",11440
6888,"Google Cloud Platform",3,"Khan Academy",1101
6889,"React.js Development",36,"Codecademy",12475
6890,"Scala Programming",12,"Udacity",17347
6891,"Puppet Configuration",6,"Udacity",16678
6892,"Serverless Computing",15,"Google Analytics Academy",14972
6893,"Payment Gateway Integration",19,"FreeCodeCamp",17347
6894,"Google Analytics",20,"HubSpot Academy",2839
6895,"Intrusion Detection Systems",12,"Oracle Academy",1735
6896,"Node.js Backend Development",43,"LinkedIn Learning",4599
6897,"Competitive Programming",44,"AWS Training",3731
6898,"WordPress Development",44,"Coursera",1143
6899,"Functional Programming",5,"Oracle Academy",16134
6900,"Artificial Intelligence Fundamentals",10,"HubSpot Academy",1392
6901,"Frontend Web Design",7,"HubSpot Academy",2979
6902,"Puppet Configuration",7,"edX",778
6903,"Git Version Control",19,"Google Developers",13814
6904,"OWASP Best Practices",25,"Google Developers",6674
6905,"Disaster Recovery",38,"Salesforce Trailhead",4147
6906,"Compiler Design",4,"Stanford Online",3198
6907,"Functional Programming",16,"Oracle Academy",6086
6908,"Database Management Systems",14,"edX",8568
6909,"Object-Oriented Programming",9,"edX",3503
6910,"Code Review Best Practices",18,"Coursera",14061
6911,"Responsive Web Design",19,"Codecademy",4351
6912,"PyTorch Programming",7,"Codecademy",16857
6913,"Redis Cache Management",13,"edX",9269
6914,"R Programming for Data Science",5,"Oracle Academy",12371
6915,"R Programming for Data Science",8,"Udacity",10927
6916,"Payment Gateway Integration",16,"Cisco Networking Academy",17426
6917,"Internet of Things (IoT)",36,"Codecademy",19503
6918,"Git Version Control",8,"Coursera",16482
6919,"TypeScript Programming",3,"IBM Skills",13347
6920,"Statistical Analysis",4,"LinkedIn Learning",14346
6921,"E-commerce Solutions",18,"Facebook Blueprint",16500
6922,"Blockchain Development",15,"Google Developers",10248
6923,"Content Management Systems",10,"Udacity",13028
6924,"Robotics Programming",8,"Udemy",18401
6925,"Blockchain Technology",14,"Khan Academy",8459
6926,"Docker and Kubernetes",19,"Pluralsight",18908
6927,"Progressive Web Apps",24,"Cisco Networking Academy",9849
6928,"TCP/IP Networking",15,"Skillshare",12591
6929,"WordPress Development",5,"Udemy",16827
6930,"Information Security",9,"MIT OpenCourseWare",3084
6931,"Code Review Best Practices",12,"Udemy",8436
6932,"Progressive Web Apps",18,"Khan Academy",2547
6933,"PyTorch Programming",5,"Pluralsight",11805
6934,"Flask Development",17,"Udemy",16119
6935,"Internet of Things (IoT)",4,"FreeCodeCamp",6543
6936,"Apache Kafka Streaming",20,"Udacity",10245
6937,"Natural Language Processing",3,"Stanford Online",10487
6938,"Digital Forensics",14,"Google Developers",19271
6939,"API Development and Integration",16,"LinkedIn Learning",17827
6940,"PyTorch Programming",5,"Facebook Blueprint",15962
6941,"Ethical Hacking",18,"Google Analytics Academy",6547
6942,"Refactoring Techniques",17,"Salesforce Trailhead",9430
6943,"Tableau Certification",3,"Harvard Online",6077
6944,"Blockchain Technology",49,"Coursera",15580
6945,"Vue.js Framework",23,"Microsoft Learn",12004
6946,"iOS Development",5,"Google Analytics Academy",2374
6947,"Ruby on Rails",10,"Udemy",9918
6948,"Refactoring Techniques",7,"Codecademy",7511
6949,"Compiler Design",18,"IBM Skills",4469
6950,"UI/UX Design Principles",20,"Facebook Blueprint",16047
6951,"Virtual Reality Development",9,"Oracle Academy",18149
6952,"Puppet Configuration",12,"Oracle Academy",1608
6953,"Blockchain Development",9,"HubSpot Academy",2758
6954,"Ruby on Rails",15,"Oracle Academy",12670
6955,"FPGA Development",15,"MIT OpenCourseWare",9375
6956,"System Design",5,"IBM Skills",14523
6957,"Django Framework",19,"Udemy",16813
6958,"Audio Engineering",46,"Facebook Blueprint",1181
6959,"Technical Writing",48,"Google Analytics Academy",13471
6960,"Elasticsearch Development",14,"Khan Academy",11458
6961,"Shopify Theme Development",16,"AWS Training",12525
6962,"C++ Programming",15,"Google Analytics Academy",8184
6963,"Scala Programming",10,"DataCamp",5629
6964,"Disaster Recovery",20,"IBM Skills",1503
6965,"5G Technology",22,"Facebook Blueprint",1970
6966,"Performance Optimization",12,"Stanford Online",12444
6967,"Game Development",49,"HubSpot Academy",3419
6968,"Information Security",16,"Coursera",16923
6969,"FPGA Development",15,"Oracle Academy",10893
6970,"Computer Vision",7,"Stanford Online",16041
6971,"Cloud Computing with AWS",16,"IBM Skills",13934
6972,"Edge Computing",16,"Microsoft Learn",16755
6973,"Backup Solutions",8,"Harvard Online",374
6974,"Python Data Analysis",8,"Coursera",17932
6975,"Video Streaming Technology",16,"IBM Skills",1889
6976,"Google Cloud Platform",5,"Google Analytics Academy",5920
6977,"Shopify Theme Development",20,"LinkedIn Learning",14203
6978,"Redis Cache Management",16,"AWS Training",10788
6979,"Intrusion Detection Systems",14,"Google Analytics Academy",17328
6980,"Keras Neural Networks",45,"Coursera",6632
6981,"Blockchain Development",16,"Oracle Academy",18274
6982,"Angular Development",15,"Udemy",19772
6983,"Augmented Reality",49,"Stanford Online",8294
6984,"Data Visualization",12,"Facebook Blueprint",12907
6985,"Backup Solutions",6,"LinkedIn Learning",4131
6986,"GraphQL Development",36,"MIT OpenCourseWare",2113
6987,"R Programming for Data Science",26,"DataCamp",4156
6988,"Blockchain Development",17,"Cisco Networking Academy",10458
6989,"Oracle Database",6,"IBM Skills",400
6990,"Keras Neural Networks",19,"Google Analytics Academy",1902
6991,"Computer Vision",4,"Oracle Academy",11802
6992,"Technical Writing",15,"edX",3206
6993,"Intrusion Detection Systems",15,"Facebook Blueprint",5082
6994,"Excel Data Analysis",16,"HubSpot Academy",14530
6995,"Android Development",18,"Codecademy",12431
6996,"Unity Game Engine",7,"Salesforce Trailhead",8046
6997,"Android Development",14,"Stanford Online",14791
6998,"Chrome Extension Development",27,"Facebook Blueprint",6854
6999,"Load Balancing",14,"Udacity",8986
7000,"Laravel Framework",4,"Codecademy",9496
7001,"Cloud Computing with AWS",4,"IBM Skills",14431
7002,"Linux System Administration",20,"AWS Training",5114
7003,"PyTorch Programming",7,"LinkedIn Learning",745
7004,"SEO Optimization",25,"Harvard Online",10881
7005,"Angular Development",7,"Oracle Academy",18131
7006,"Google Analytics",10,"edX",4809
7007,"High Availability Systems",4,"Udemy",19689
7008,"Disaster Recovery",17,"HubSpot Academy",18179
7009,"Functional Programming",6,"Pluralsight",13272
7010,"Information Security",18,"Microsoft Learn",11523
7011,"Oracle Database",11,"Google Developers",19454
7012,"Shopify Theme Development",34,"Udemy",13483
7013,"PHP Web Development",6,"Google Analytics Academy",16521
7014,"Image Processing",12,"Pluralsight",4720
7015,"Competitive Programming",15,"HubSpot Academy",12699
7016,"Excel Data Analysis",21,"CompTIA",14901
7017,"Ruby on Rails",47,"AWS Training",16328
7018,"Apache Kafka Streaming",6,"Stanford Online",15426
7019,"Progressive Web Apps",14,"Cisco Networking Academy",9334
7020,"TCP/IP Networking",3,"IBM Skills",10842
7021,"API Documentation",4,"Stanford Online",17612
7022,"FPGA Development",20,"Cisco Networking Academy",9043
7023,"Ansible Automation",20,"Harvard Online",18103
7024,"RabbitMQ Messaging",47,"Salesforce Trailhead",16397
7025,"Computer Graphics",14,"CompTIA",11344
7026,"Content Management Systems",42,"Pluralsight",10746
7027,"Deep Learning",12,"edX",8020
7028,"Software Architecture",12,"IBM Skills",3388
7029,"R Programming for Data Science",9,"Google Analytics Academy",7278
7030,"Distributed Systems",9,"DataCamp",2392
7031,"Ethical Hacking",31,"Udacity",14214
7032,"Advanced JavaScript Programming",11,"edX",17933
7033,"Cloud Architecture",26,"Udacity",7207
7034,"Flask Development",12,"Salesforce Trailhead",3114
7035,"FastAPI Development",3,"Cisco Networking Academy",11296
7036,"Video Streaming Technology",14,"Harvard Online",12889
7037,"R Programming for Data Science",13,"FreeCodeCamp",11884
7038,"Mobile App Development",9,"Oracle Academy",18979
7039,"Responsive Web Design",12,"Codecademy",18699
7040,"C++ Programming",6,"Google Analytics Academy",16186
7041,"Computer Vision",35,"Pluralsight",12457
7042,"Image Processing",16,"HubSpot Academy",8643
7043,"Design Patterns",5,"Harvard Online",7964
7044,"Redis Cache Management",14,"Codecademy",15029
7045,"Network Protocols",4,"Codecademy",7132
7046,"DevOps Engineering",11,"Cisco Networking Academy",13027
7047,"Flutter Cross-Platform",10,"DataCamp",3162
7048,"Blockchain Development",7,"Skillshare",19897
7049,"3D Modeling and Animation",13,"Khan Academy",9776
7050,"Clean Code Principles",11,"Salesforce Trailhead",6350
7051,"Functional Programming",7,"Stanford Online",19851
7052,"Computer Graphics",16,"MIT OpenCourseWare",190
7053,"Data Structures and Algorithms",19,"CompTIA",12620
7054,"DevOps Engineering",8,"Pluralsight",9706
7055,"Ansible Automation",3,"CompTIA",2489
7056,"Web Application Security",6,"Khan Academy",9375
7057,"Chrome Extension Development",18,"IBM Skills",10225
7058,"Blockchain Development",37,"IBM Skills",10470
7059,"Computer Vision",3,"Salesforce Trailhead",7409
7060,"Clean Code Principles",17,"CompTIA",9155
7061,"Oracle Database",10,"Facebook Blueprint",19035
7062,"Excel Data Analysis",20,"HubSpot Academy",8967
7063,"Internet of Things (IoT)",16,"Google Developers",3355
7064,"Blockchain Development",14,"Facebook Blueprint",16730
7065,"R Programming for Data Science",10,"edX",16056
7066,"GraphQL Development",27,"Cisco Networking Academy",11525
7067,"Tableau Certification",8,"Udemy",16347
7068,"Computer Vision",10,"Khan Academy",4679
7069,"Git Version Control",13,"CompTIA",17130
7070,"Azure Cloud Services",9,"Udacity",10486
7071,"GraphQL Development",20,"Cisco Networking Academy",3864
7072,"Go Programming",19,"Microsoft Learn",16607
7073,"OWASP Best Practices",5,"LinkedIn Learning",1378
7074,"Rust Programming",12,"Codecademy",2450
7075,"System Design",18,"Google Developers",14889
7076,"TypeScript Programming",10,"Coursera",12619
7077,"Embedded Systems",20,"AWS Training",12203
7078,"Business Intelligence",8,"LinkedIn Learning",6870
7079,"Power BI Analytics",10,"Google Developers",2399
7080,"TypeScript Programming",8,"Salesforce Trailhead",10351
7081,"Virtual Reality Development",9,"Khan Academy",287
7082,"Firewall Management",14,"IBM Skills",5320
7083,"Full Stack Web Development",18,"DataCamp",11390
7084,"Internet of Things (IoT)",4,"Oracle Academy",3741
7085,"WordPress Development",15,"FreeCodeCamp",16703
7086,"Object-Oriented Programming",23,"MIT OpenCourseWare",10882
7087,"Python Data Analysis",14,"Harvard Online",18353
7088,"WebRTC Development",13,"IBM Skills",6269
7089,"Flutter Cross-Platform",9,"Pluralsight",11906
7090,"Power BI Analytics",12,"Facebook Blueprint",2754
7091,"Augmented Reality",20,"Coursera",8819
7092,"Unity Game Engine",14,"Skillshare",2954
7093,"Clean Code Principles",5,"LinkedIn Learning",4634
7094,"Socket Programming",16,"Google Analytics Academy",18421
7095,"Statistical Analysis",17,"Pluralsight",9153
7096,"Database Management Systems",15,"HubSpot Academy",10946
7097,"Game Development",19,"FreeCodeCamp",9781
7098,"Rust Programming",5,"CompTIA",15348
7099,"System Design",9,"CompTIA",11217
7100,"Cloud Computing with AWS",12,"HubSpot Academy",5270
7101,"Cybersecurity Essentials",5,"Google Analytics Academy",18925
7102,"5G Technology",50,"Codecademy",4201
7103,"Web Application Security",18,"Coursera",5866
7104,"RabbitMQ Messaging",4,"edX",689
7105,"Advanced JavaScript Programming",7,"DataCamp",5417
7106,"Node.js Backend Development",7,"Stanford Online",6929
7107,"Agile Project Management",3,"DataCamp",2757
7108,"Data Science with Python",8,"IBM Skills",6646
7109,"C++ Programming",24,"FreeCodeCamp",12733
7110,"FPGA Development",23,"LinkedIn Learning",19700
7111,"Full Stack Web Development",12,"Coursera",6028
7112,"Google Cloud Platform",12,"CompTIA",10544
7113,"TCP/IP Networking",11,"Stanford Online",19019
7114,"3D Modeling and Animation",20,"Skillshare",5298
7115,"FPGA Development",6,"Skillshare",7459
7116,"RabbitMQ Messaging",19,"edX",4004
7117,"Web3 Development",10,"MIT OpenCourseWare",2780
7118,"Android Development",4,"Salesforce Trailhead",18168
7119,"Penetration Testing",18,"DataCamp",7196
7120,"Network Security",5,"IBM Skills",2615
7121,"Solidity Programming",6,"Udemy",7366
7122,"MongoDB Database",14,"Facebook Blueprint",580
7123,"MySQL Administration",17,"Codecademy",16093
7124,"DevOps Engineering",19,"Stanford Online",8543
7125,"Go Programming",37,"MIT OpenCourseWare",8838
7126,"VPN Configuration",9,"Skillshare",11348
7127,"Chrome Extension Development",9,"MIT OpenCourseWare",3368
7128,"FastAPI Development",5,"Coursera",16965
7129,"Functional Programming",10,"FreeCodeCamp",19672
7130,"Penetration Testing",29,"Udemy",1367
7131,"Distributed Systems",3,"Oracle Academy",13059
7132,"Embedded Systems",34,"Codecademy",17219
7133,"Tableau Certification",10,"Salesforce Trailhead",15892
7134,"Software Testing and QA",14,"Pluralsight",17667
7135,"TensorFlow Development",18,"Harvard Online",2085
7136,"UI/UX Design Principles",28,"Google Developers",7176
7137,"Compiler Design",16,"Stanford Online",6619
7138,"Computer Vision",3,"Google Analytics Academy",3128
7139,"Progressive Web Apps",12,"Harvard Online",14153
7140,"Backup Solutions",16,"AWS Training",14901
7141,"OWASP Best Practices",5,"Google Developers",2617
7142,"React Native Development",16,"Skillshare",3290
7143,"Apache Kafka Streaming",4,"CompTIA",1876
7144,"Object-Oriented Programming",28,"Facebook Blueprint",17578
7145,"Excel Data Analysis",18,"HubSpot Academy",3489
7146,"Compiler Design",9,"Google Analytics Academy",3530
7147,"WordPress Development",5,"LinkedIn Learning",12172
7148,"Terraform Infrastructure",7,"Harvard Online",11050
7149,"Ruby on Rails",8,"Google Analytics Academy",7730
7150,"Big Data Analytics",18,"Udemy",6779
7151,"Angular Development",11,"IBM Skills",5390
7152,"Competitive Programming",6,"Stanford Online",4
7153,"Google Cloud Platform",6,"DataCamp",9792
7154,"Web Development Fundamentals",11,"Udacity",17915
7155,"Vue.js Framework",12,"Coursera",14625
7156,"API Documentation",19,"Cisco Networking Academy",14099
7157,"Python Data Analysis",48,"edX",7060
7158,"Serverless Computing",14,"Skillshare",13895
7159,"GraphQL Development",43,"Stanford Online",5261
7160,"API Development and Integration",16,"Codecademy",15243
7161,"Web Development Fundamentals",15,"Khan Academy",7607
7162,"Tableau Certification",37,"Harvard Online",10602
7163,"Data Visualization",50,"CompTIA",12676
7164,"Intrusion Detection Systems",16,"Cisco Networking Academy",9723
7165,"C# and .NET Framework",17,"MIT OpenCourseWare",11749
7166,"Technical Writing",36,"Khan Academy",5138
7167,"Database Management Systems",5,"Harvard Online",17773
7168,"Advanced JavaScript Programming",13,"AWS Training",7539
7169,"RabbitMQ Messaging",15,"Khan Academy",12052
7170,"3D Modeling and Animation",5,"Cisco Networking Academy",3904
7171,"FastAPI Development",16,"DataCamp",2190
7172,"Ruby on Rails",40,"FreeCodeCamp",740
7173,"CDN Configuration",18,"Khan Academy",7847
7174,"Signal Processing",12,"DataCamp",8022
7175,"Android Development",10,"Google Analytics Academy",16808
7176,"Deep Learning",14,"Facebook Blueprint",2820
7177,"Socket Programming",18,"Coursera",2110
7178,"Digital Marketing Analytics",35,"Udemy",3014
7179,"Python Data Analysis",34,"edX",9677
7180,"Puppet Configuration",4,"Microsoft Learn",3396
7181,"Network Security",10,"Skillshare",19230
7182,"Web3 Development",12,"Stanford Online",19790
7183,"Embedded Systems",9,"Oracle Academy",19052
7184,"Machine Learning Basics",3,"Coursera",17225
7185,"Load Balancing",44,"Skillshare",12659
7186,"API Documentation",5,"DataCamp",5361
7187,"Python Data Analysis",3,"FreeCodeCamp",15567
7188,"Deep Learning",17,"Codecademy",5679
7189,"Kotlin Programming",14,"AWS Training",16342
7190,"WebRTC Development",8,"Skillshare",11326
7191,"MATLAB Programming",12,"Udacity",381
7192,"Natural Language Processing",17,"LinkedIn Learning",10265
7193,"PyTorch Programming",4,"MIT OpenCourseWare",5392
7194,"API Documentation",11,"Pluralsight",3799
7195,"Content Management Systems",9,"LinkedIn Learning",2440
7196,"Computer Vision",42,"DataCamp",1943
7197,"Unity Game Engine",14,"CompTIA",18115
7198,"Kotlin Programming",11,"Udacity",15790
7199,"Google Analytics",6,"Coursera",593
7200,"Software Testing and QA",12,"edX",13913
7201,"Puppet Configuration",18,"Google Analytics Academy",18823
7202,"C++ Programming",8,"Codecademy",12367
7203,"Shopify Theme Development",30,"Oracle Academy",13862
7204,"MATLAB Programming",19,"MIT OpenCourseWare",14988
7205,"Web3 Development",7,"AWS Training",8447
7206,"Excel Data Analysis",8,"Oracle Academy",11654
7207,"Data Visualization",9,"MIT OpenCourseWare",19545
7208,"Computer Graphics",12,"Harvard Online",15203
7209,"Oracle Database",6,"DataCamp",19292
7210,"Flutter Cross-Platform",9,"LinkedIn Learning",18622
7211,"Full Stack Web Development",9,"Salesforce Trailhead",7177
7212,"Scala Programming",50,"edX",8338
7213,"Chrome Extension Development",4,"CompTIA",12351
7214,"Git Version Control",49,"Google Developers",22
7215,"Elasticsearch Development",18,"edX",11848
7216,"REST API Design",10,"Facebook Blueprint",6822
7217,"Competitive Programming",8,"Udacity",5721
7218,"Ethical Hacking",6,"Khan Academy",17789
7219,"Unity Game Engine",8,"AWS Training",6660
7220,"Computer Networks",9,"Skillshare",4185
7221,"API Development and Integration",10,"Udemy",8470
7222,"Content Management Systems",17,"Facebook Blueprint",3533
7223,"Cloud Architecture",16,"CompTIA",3787
7224,"Unreal Engine",18,"LinkedIn Learning",3590
7225,"Network Security",16,"AWS Training",6657
7226,"C# and .NET Framework",15,"MIT OpenCourseWare",7884
7227,"Signal Processing",11,"Udacity",6721
7228,"Go Programming",8,"Google Analytics Academy",13300
7229,"Advanced JavaScript Programming",17,"AWS Training",18630
7230,"Serverless Computing",11,"Microsoft Learn",15145
7231,"Microservices Architecture",5,"HubSpot Academy",4077
7232,"Game Development",6,"Cisco Networking Academy",1896
7233,"5G Technology",15,"Udemy",5405
7234,"Laravel Framework",10,"Khan Academy",5582
7235,"Functional Programming",13,"Pluralsight",12873
7236,"Virtual Reality Development",8,"Codecademy",11966
7237,"Jenkins CI/CD",6,"Khan Academy",18176
7238,"Computer Networks",17,"Skillshare",9038
7239,"Firewall Management",15,"Cisco Networking Academy",15997
7240,"RabbitMQ Messaging",13,"CompTIA",220
7241,"VPN Configuration",13,"IBM Skills",6856
7242,"SEO Optimization",11,"CompTIA",5661
7243,"Microservices Architecture",9,"DataCamp",16319
7244,"Serverless Computing",11,"MIT OpenCourseWare",10324
7245,"DevOps Engineering",14,"DataCamp",7528
7246,"WebRTC Development",11,"Skillshare",18053
7247,"Azure Cloud Services",7,"LinkedIn Learning",669
7248,"SEO Optimization",43,"Pluralsight",11627
7249,"DNS Management",4,"Harvard Online",7893
7250,"PyTorch Programming",47,"Codecademy",1841
7251,"Socket Programming",8,"Google Developers",17135
7252,"Serverless Computing",19,"AWS Training",2995
7253,"Technical Writing",16,"AWS Training",7991
7254,"Agile Project Management",14,"Codecademy",3275
7255,"Scala Programming",11,"FreeCodeCamp",10874
7256,"MySQL Administration",11,"Microsoft Learn",512
7257,"Refactoring Techniques",13,"MIT OpenCourseWare",16996
7258,"Virtual Reality Development",36,"Skillshare",13099
7259,"Business Intelligence",8,"Udacity",14994
7260,"Natural Language Processing",10,"Oracle Academy",1424
7261,"Digital Marketing Analytics",19,"Google Analytics Academy",16947
7262,"3D Modeling and Animation",37,"FreeCodeCamp",12569
7263,"Microservices Architecture",10,"Coursera",15637
7264,"TCP/IP Networking",16,"Coursera",314
7265,"PyTorch Programming",14,"LinkedIn Learning",18894
7266,"Frontend Web Design",10,"MIT OpenCourseWare",12496
7267,"Ruby on Rails",8,"FreeCodeCamp",17986
7268,"Competitive Programming",5,"Coursera",984
7269,"Web Application Security",19,"MIT OpenCourseWare",19996
7270,"Node.js Backend Development",20,"Microsoft Learn",17762
7271,"Ruby on Rails",18,"Codecademy",19394
7272,"Solidity Programming",10,"DataCamp",18267
7273,"SEO Optimization",20,"Microsoft Learn",3437
7274,"Advanced JavaScript Programming",6,"Udemy",10482
7275,"Clean Code Principles",18,"LinkedIn Learning",3402
7276,"Cloud Computing with AWS",15,"IBM Skills",8293
7277,"Jenkins CI/CD",13,"Khan Academy",18932
7278,"DNS Management",20,"Oracle Academy",18064
7279,"API Documentation",14,"HubSpot Academy",1359
7280,"Firewall Management",12,"Google Analytics Academy",2483
7281,"Cloud Architecture",17,"Codecademy",13355
7282,"Penetration Testing",6,"edX",14014
7283,"Technical Writing",13,"MIT OpenCourseWare",12288
7284,"Game Development",15,"Google Analytics Academy",13910
7285,"TCP/IP Networking",11,"Codecademy",6591
7286,"PyTorch Programming",14,"Google Analytics Academy",6592
7287,"5G Technology",10,"AWS Training",8657
7288,"Network Security",4,"AWS Training",183
7289,"E-commerce Solutions",16,"Microsoft Learn",16802
7290,"Intrusion Detection Systems",18,"Google Developers",7379
7291,"Advanced JavaScript Programming",10,"edX",7994
7292,"Cloud Computing with AWS",18,"DataCamp",11039
7293,"Microservices Architecture",13,"Oracle Academy",7330
7294,"Tableau Certification",29,"Facebook Blueprint",1025
7295,"FPGA Development",41,"Pluralsight",14617
7296,"System Design",14,"Pluralsight",3994
7297,"TCP/IP Networking",11,"FreeCodeCamp",3734
7298,"Google Cloud Platform",40,"Salesforce Trailhead",19726
7299,"Azure Cloud Services",4,"Salesforce Trailhead",2627
7300,"Natural Language Processing",20,"CompTIA",13663
7301,"Data Science with Python",20,"Microsoft Learn",10445
7302,"Solidity Programming",10,"CompTIA",6204
7303,"Internet of Things (IoT)",16,"Udacity",12342
7304,"Backup Solutions",14,"Facebook Blueprint",2107
7305,"Compiler Design",16,"Codecademy",13387
7306,"Unreal Engine",17,"CompTIA",5231
7307,"Embedded Systems",41,"Salesforce Trailhead",5866
7308,"Android Development",19,"Oracle Academy",18975
7309,"Puppet Configuration",18,"Udemy",773
7310,"Web Development Fundamentals",14,"HubSpot Academy",18111
7311,"API Development and Integration",11,"Google Analytics Academy",13318
7312,"Technical Writing",4,"DataCamp",1385
7313,"Agile Project Management",50,"Pluralsight",15996
7314,"Payment Gateway Integration",3,"AWS Training",7551
7315,"Firewall Management",6,"CompTIA",13408
7316,"Ethical Hacking",16,"Cisco Networking Academy",741
7317,"Unity Game Engine",45,"CompTIA",13146
7318,"Competitive Programming",6,"DataCamp",10601
7319,"Game Development",5,"Udacity",7114
7320,"Ethereum Smart Contracts",13,"HubSpot Academy",7881
7321,"GraphQL Development",8,"Google Analytics Academy",2898
7322,"Computer Vision",32,"Stanford Online",9977
7323,"Video Streaming Technology",6,"LinkedIn Learning",10618
7324,"DNS Management",14,"Google Developers",18149
7325,"MATLAB Programming",37,"Pluralsight",2020
7326,"Power BI Analytics",8,"DataCamp",17599
7327,"Vue.js Framework",5,"Facebook Blueprint",2928
7328,"Flutter Cross-Platform",10,"edX",1792
7329,"Video Streaming Technology",16,"HubSpot Academy",9738
7330,"Oracle Database",4,"Coursera",7308
7331,"RabbitMQ Messaging",19,"Codecademy",14182
7332,"API Documentation",42,"Stanford Online",9761
7333,"Go Programming",17,"HubSpot Academy",2514
7334,"Solidity Programming",17,"Salesforce Trailhead",4603
7335,"Keras Neural Networks",6,"HubSpot Academy",12019
7336,"Chrome Extension Development",13,"Google Developers",11946
7337,"MongoDB Database",9,"Pluralsight",10139
7338,"TensorFlow Development",19,"DataCamp",11439
7339,"Google Cloud Platform",11,"Codecademy",6616
7340,"Swift Programming",5,"MIT OpenCourseWare",17215
7341,"PostgreSQL Advanced",13,"Udacity",5595
7342,"WebRTC Development",7,"Udacity",19191
7343,"API Development and Integration",16,"Codecademy",17392
7344,"WordPress Development",36,"FreeCodeCamp",13661
7345,"Software Testing and QA",14,"Khan Academy",16565
7346,"Elasticsearch Development",10,"Udemy",10606
7347,"Cryptography Fundamentals",5,"Skillshare",14632
7348,"Google Cloud Platform",7,"Codecademy",4846
7349,"TypeScript Programming",17,"Udemy",3609
7350,"DNS Management",7,"Google Developers",9553
7351,"VPN Configuration",37,"AWS Training",4906
7352,"FPGA Development",47,"Skillshare",7947
7353,"CDN Configuration",18,"Microsoft Learn",13319
7354,"Load Balancing",17,"DataCamp",17704
7355,"SIEM Solutions",10,"Harvard Online",533
7356,"iOS Development",21,"AWS Training",14156
7357,"FastAPI Development",11,"LinkedIn Learning",872
7358,"Chrome Extension Development",4,"AWS Training",7045
7359,"Backup Solutions",49,"Salesforce Trailhead",1812
7360,"TCP/IP Networking",16,"Coursera",1418
7361,"Chrome Extension Development",3,"Stanford Online",12973
7362,"Terraform Infrastructure",14,"Coursera",19102
7363,"PHP Web Development",16,"IBM Skills",17045
7364,"Shopify Theme Development",15,"Udemy",11447
7365,"Intrusion Detection Systems",18,"Microsoft Learn",19095
7366,"Ethereum Smart Contracts",6,"Khan Academy",18543
7367,"Computer Networks",39,"Google Developers",5923
7368,"Scala Programming",18,"Salesforce Trailhead",12241
7369,"Cloud Computing with AWS",5,"edX",12455
7370,"Compiler Design",10,"Salesforce Trailhead",2691
7371,"SIEM Solutions",13,"Salesforce Trailhead",10279
7372,"Clean Code Principles",14,"AWS Training",13499
7373,"Scala Programming",13,"Khan Academy",1289
7374,"Flutter Cross-Platform",7,"Pluralsight",33
7375,"Advanced JavaScript Programming",7,"Microsoft Learn",19628
7376,"MongoDB Database",19,"Facebook Blueprint",17907
7377,"Compiler Design",33,"MIT OpenCourseWare",14023
7378,"Git Version Control",5,"Skillshare",14543
7379,"Firewall Management",16,"Salesforce Trailhead",19217
7380,"Tableau Certification",11,"edX",14185
7381,"Android Development",11,"Pluralsight",956
7382,"Android Development",42,"Microsoft Learn",9610
7383,"Node.js Backend Development",5,"Microsoft Learn",1653
7384,"Artificial Intelligence Fundamentals",45,"Google Developers",4546
7385,"Ruby on Rails",5,"Salesforce Trailhead",3118
7386,"Ethical Hacking",13,"Stanford Online",3478
7387,"Solidity Programming",9,"Udacity",3150
7388,"FPGA Development",19,"Harvard Online",15097
7389,"Data Structures and Algorithms",4,"Udemy",2264
7390,"Advanced JavaScript Programming",8,"HubSpot Academy",3066
7391,"Embedded Systems",11,"MIT OpenCourseWare",392
