ex_ID,q_ID
867,8638
867,8627
867,8634
867,8637
867,8630
867,8623
868,1663
868,1654
868,1658
868,1660
868,1674
868,1677
868,1659
868,1653
868,1651
868,1667
869,8741
869,8731
869,8754
869,8751
869,8759
869,8758
869,8746
869,8747
869,8750
869,8733
870,9991
870,10012
870,10018
870,10001
870,10000
870,10005
870,9999
870,9994
870,9996
870,9997
871,764
871,751
871,766
871,773
871,768
871,752
871,754
871,774
871,753
871,756
872,4976
872,4970
872,4954
872,4961
872,4975
872,4956
872,4958
872,4978
872,4968
872,4979
873,7427
873,7436
873,7430
873,7429
873,7416
873,7439
873,7437
873,7431
873,7413
873,7414
874,7828
874,7811
874,7805
874,7822
874,7810
874,7809
874,7827
874,7808
874,7824
874,7826
875,2354
875,2357
875,2349
875,2366
875,2359
875,2365
875,2363
875,2345
875,2353
875,2369
876,5728
876,5726
876,5714
876,5725
876,5723
876,5701
876,5727
876,5710
876,5716
876,5729
877,779
877,768
877,776
877,764
877,777
877,759
877,763
877,766
877,774
877,765
878,8916
878,8924
878,8926
878,8931
878,8939
878,8913
878,8914
878,8940
878,8929
878,8911
879,8684
879,8700
879,8685
879,8679
879,8698
879,8692
879,8693
879,8689
879,8697
879,8688
880,9663
880,9670
880,9683
880,9669
880,9686
880,9677
880,9680
880,9662
880,9685
880,9673
881,6485
881,6503
881,6484
881,6508
881,6507
881,6481
881,6502
881,6497
881,6483
881,6491
882,4153
882,4165
882,4162
882,4144
882,4167
882,4159
882,4141
882,4151
882,4143
882,4146
883,3279
883,3291
883,3271
883,3288
883,3286
883,3280
883,3290
883,3277
883,3295
883,3287
884,6440
884,6432
884,6430
884,6424
884,6443
884,6441
884,6444
884,6437
884,6431
884,6421
885,3431
885,3446
885,3449
885,3429
885,3441
885,3428
885,3450
885,3443
885,3427
885,3424
886,2601
886,2603
886,2591
886,2595
886,2607
886,2588
886,2583
886,2587
886,2609
886,2602
887,2377
887,2387
887,2400
887,2389
887,2384
887,2375
887,2379
887,2382
887,2395
887,2376
888,5884
888,5899
888,5903
888,5904
888,5888
888,5890
888,5892
888,5886
888,5885
888,5909
889,4285
889,4271
889,4284
889,4278
889,4277
889,4280
889,4267
889,4282
889,4281
889,4286
890,2567
890,2566
890,2559
890,2557
890,2576
890,2571
890,2573
890,2572
890,2561
890,2555
891,5545
891,5532
891,5529
891,5521
891,5525
891,5535
891,5522
891,5543
891,5546
891,5523
892,5023
892,5028
892,5037
892,5038
892,5029
892,5015
892,5036
892,5033
892,5032
892,5025
893,5362
893,5359
893,5363
893,5342
893,5351
893,5366
893,5341
893,5352
893,5367
893,5353
894,90
894,62
894,86
894,88
894,66
894,77
894,63
894,61
894,80
894,70
895,10415
895,10418
895,10419
895,10433
895,10413
895,10421
895,10417
895,10427
895,10422
895,10430
896,2031
896,2027
896,2022
896,2017
896,2012
896,2039
896,2020
896,2032
896,2023
896,2035
897,3829
897,3812
897,3817
897,3819
897,3837
897,3836
897,3827
897,3821
897,3831
897,3830
898,2115
898,2128
898,2129
898,2118
898,2101
898,2104
898,2130
898,2120
898,2121
898,2109
899,7635
899,7636
899,7639
899,7637
899,7642
899,7632
899,7650
899,7633
899,7624
899,7631
900,9914
900,9909
900,9910
900,9927
900,9911
900,9926
900,9901
900,9923
900,9918
900,9919
901,1044
901,1035
901,1027
901,1050
901,1043
901,1047
901,1036
901,1031
901,1046
901,1034
902,4353
902,4367
902,4375
902,4365
902,4377
902,4370
902,4374
902,4364
902,4376
902,4378
903,3393
903,3399
903,3411
903,3415
903,3407
903,3404
903,3405
903,3418
903,3401
903,3419
904,738
904,732
904,729
904,748
904,730
904,734
904,728
904,739
904,745
904,726
905,7006
905,6991
905,6994
905,7005
905,7002
905,6993
905,7004
905,6996
905,7007
905,7000
906,5106
906,5120
906,5127
906,5104
906,5129
906,5115
906,5105
906,5114
906,5125
906,5111
907,10086
907,10085
907,10094
907,10082
907,10093
907,10103
907,10096
907,10091
907,10109
907,10108
908,7455
908,7457
908,7443
908,7465
908,7461
908,7469
908,7459
908,7449
908,7447
908,7450
909,8183
909,8163
909,8170
909,8189
909,8177
909,8179
909,8166
909,8169
909,8176
909,8190
910,2100
910,2093
910,2099
910,2078
910,2084
910,2091
910,2075
910,2081
910,2096
910,2092
911,120
911,98
911,113
911,115
911,111
911,116
911,95
911,99
911,107
911,105
912,1246
912,1237
912,1257
912,1231
912,1241
912,1250
912,1240
912,1235
912,1239
912,1247
913,8122
913,8111
913,8103
913,8110
913,8123
913,8116
913,8118
913,8127
913,8104
913,8128
914,3959
914,3949
914,3946
914,3952
914,3939
914,3934
914,3943
914,3935
914,3950
914,3953
915,2670
915,2642
915,2666
915,2669
915,2663
915,2651
915,2649
915,2647
915,2650
915,2656
916,332
916,342
916,356
916,347
916,346
916,359
916,358
916,344
916,355
916,337
917,7640
917,7648
917,7627
917,7633
917,7642
917,7647
917,7626
917,7623
917,7639
917,7645
918,7832
918,7845
918,7857
918,7858
918,7859
918,7831
918,7837
918,7834
918,7860
918,7838
919,9811
919,9821
919,9822
919,9837
919,9819
919,9815
919,9816
919,9832
919,9835
919,9820
920,7274
920,7279
920,7284
920,7285
920,7287
920,7288
920,7273
920,7286
920,7269
920,7275
921,9911
921,9925
921,9921
921,9927
921,9923
921,9922
921,9904
921,9909
921,9919
921,9906
922,5596
922,5609
922,5588
922,5605
922,5591
922,5606
922,5581
922,5584
922,5597
922,5582
923,4596
923,4601
923,4599
923,4613
923,4602
923,4591
923,4615
923,4595
923,4620
923,4592
924,10314
924,10299
924,10307
924,10313
924,10303
924,10306
924,10308
924,10304
924,10310
924,10317
925,4
925,10
925,29
925,3
925,20
925,19
925,30
925,16
925,27
925,6
926,8394
926,8388
926,8383
926,8372
926,8377
926,8393
926,8382
926,8373
926,8400
926,8375
927,121
927,125
927,132
927,131
927,150
927,135
927,127
927,146
927,130
927,137
928,4828
928,4829
928,4806
928,4811
928,4814
928,4830
928,4826
928,4812
928,4825
928,4820
929,9400
929,9402
929,9412
929,9410
929,9418
929,9395
929,9419
929,9414
929,9409
929,9417
930,3421
930,3446
930,3428
930,3425
930,3426
930,3448
930,3422
930,3427
930,3444
930,3450
931,3924
931,3917
931,3907
931,3904
931,3912
931,3915
931,3901
931,3925
931,3914
931,3902
932,9439
932,9442
932,9446
932,9428
932,9432
932,9443
932,9425
932,9427
932,9424
932,9444
933,1943
933,1933
933,1946
933,1948
933,1925
933,1941
933,1937
933,1927
933,1924
933,1938
934,9494
934,9498
934,9491
934,9492
934,9482
934,9486
934,9502
934,9510
934,9485
934,9505
935,7396
935,7407
935,7381
935,7389
935,7410
935,7391
935,7403
935,7393
935,7402
935,7387
936,3477
936,3456
936,3467
936,3457
936,3453
936,3469
936,3474
936,3458
936,3461
936,3462
937,3279
937,3275
937,3288
937,3293
937,3283
937,3278
937,3286
937,3282
937,3292
937,3291
938,644
938,657
938,643
938,658
938,659
938,656
938,641
938,648
938,635
938,634
939,6656
939,6647
939,6646
939,6649
939,6635
939,6632
939,6641
939,6657
939,6633
939,6648
940,7417
940,7429
940,7412
940,7432
940,7437
940,7436
940,7422
940,7427
940,7416
940,7424
941,1155
941,1147
941,1146
941,1163
941,1160
941,1168
941,1154
941,1145
941,1152
941,1158
942,8129
942,8124
942,8121
942,8105
942,8109
942,8113
942,8108
942,8104
942,8125
942,8103
943,1282
943,1276
943,1272
943,1290
943,1277
943,1280
943,1264
943,1269
943,1278
943,1281
944,5454
944,5459
944,5455
944,5439
944,5457
944,5445
944,5458
944,5450
944,5460
944,5437
945,9444
945,9430
945,9439
945,9427
945,9437
945,9421
945,9423
945,9450
945,9424
945,9428
946,3708
946,3706
946,3695
946,3716
946,3714
946,3703
946,3709
946,3702
946,3701
946,3694
947,5698
947,5681
947,5694
947,5683
947,5677
947,5700
947,5685
947,5678
947,5684
947,5679
948,7357
948,7375
948,7354
948,7361
948,7380
948,7378
948,7366
948,7372
948,7356
948,7373
949,8313
949,8318
949,8328
949,8323
949,8317
949,8315
949,8326
949,8338
949,8335
949,8322
950,5281
950,5283
950,5293
950,5305
950,5300
950,5307
950,5304
950,5290
950,5288
950,5294
951,8997
951,8982
951,8974
951,8992
951,8972
951,8976
951,8973
951,8999
951,8981
951,8991
952,6947
952,6933
952,6944
952,6959
952,6952
952,6939
952,6950
952,6932
952,6957
952,6935
953,10496
953,10488
953,10500
953,10477
953,10480
953,10491
953,10494
953,10498
953,10481
953,10487
954,5746
954,5749
954,5750
954,5739
954,5753
954,5759
954,5737
954,5752
954,5751
954,5758
955,4049
955,4035
955,4024
955,4037
955,4046
955,4031
955,4043
955,4034
955,4040
955,4025
956,1389
956,1394
956,1388
956,1387
956,1390
956,1403
956,1381
956,1382
956,1406
956,1405
957,353
957,352
957,350
957,346
957,340
957,358
957,334
957,344
957,360
957,339
958,5689
958,5682
958,5700
958,5675
958,5696
958,5691
958,5699
958,5684
958,5676
958,5679
959,9305
959,9304
959,9327
959,9326
959,9317
959,9301
959,9318
959,9315
959,9328
959,9309
960,7155
960,7161
960,7152
960,7144
960,7145
960,7147
960,7153
960,7168
960,7167
960,7154
961,9546
961,9565
961,9562
961,9545
961,9553
961,9541
961,9567
961,9555
961,9547
961,9559
962,3566
962,3568
962,3559
962,3553
962,3558
962,3541
962,3547
962,3562
962,3544
962,3570
963,6924
963,6903
963,6904
963,6929
963,6926
963,6907
963,6901
963,6914
963,6911
963,6919
964,591
964,596
964,573
964,585
964,571
964,578
964,579
964,572
964,588
964,598
965,6985
965,6965
965,6975
965,6966
965,6961
965,6987
965,6977
965,6972
965,6968
965,6981
966,3073
966,3078
966,3084
966,3061
966,3072
966,3089
966,3064
966,3088
966,3075
966,3082
967,9531
967,9522
967,9516
967,9521
967,9511
967,9532
967,9524
967,9515
967,9540
967,9526
968,5787
968,5769
968,5771
968,5790
968,5763
968,5768
968,5777
968,5778
968,5761
968,5781
969,3816
969,3818
969,3815
969,3828
969,3835
969,3814
969,3840
969,3817
969,3832
969,3812
970,121
970,145
970,142
970,143
970,135
970,123
970,140
970,131
970,125
970,127
971,9421
971,9424
971,9446
971,9447
971,9428
971,9430
971,9436
971,9432
971,9433
971,9443
972,7886
972,7866
972,7873
972,7863
972,7871
972,7874
972,7882
972,7885
972,7865
972,7875
973,5444
973,5441
973,5451
973,5432
973,5442
973,5447
973,5438
973,5456
973,5446
973,5450
974,8368
974,8352
974,8355
974,8348
974,8366
974,8344
974,8341
974,8370
974,8351
974,8347
975,3016
975,3030
975,3004
975,3027
975,3005
975,3026
975,3014
975,3018
975,3023
975,3024
976,779
976,759
976,754
976,760
976,752
976,761
976,765
976,751
976,753
976,762
977,3939
977,3946
977,3938
977,3943
977,3958
977,3949
977,3956
977,3942
977,3948
977,3959
978,5122
978,5101
978,5128
978,5103
978,5109
978,5111
978,5123
978,5112
978,5117
978,5118
979,10021
979,10046
979,10034
979,10032
979,10040
979,10031
979,10050
979,10030
979,10028
979,10039
980,5517
980,5494
980,5503
980,5493
980,5499
980,5497
980,5519
980,5495
980,5492
980,5501
981,5793
981,5815
981,5811
981,5798
981,5807
981,5797
981,5816
981,5791
981,5804
981,5803
982,3906
982,3916
982,3924
982,3913
982,3925
982,3910
982,3905
982,3903
982,3926
982,3917
983,133
983,121
983,142
983,147
983,141
983,123
983,127
983,132
983,150
983,128
984,9066
984,9062
984,9078
984,9087
984,9075
984,9071
984,9073
984,9067
984,9088
984,9065
985,6856
985,6868
985,6861
985,6865
985,6852
985,6851
985,6857
985,6850
985,6869
985,6849
986,729
986,740
986,745
986,724
986,736
986,726
986,738
986,732
986,742
986,725
987,8216
987,8217
987,8203
987,8204
987,8207
987,8210
987,8214
987,8191
987,8198
987,8200
988,9936
988,9933
988,9951
988,9953
988,9949
988,9957
988,9952
988,9937
988,9948
988,9932
989,8753
989,8736
989,8746
989,8737
989,8749
989,8760
989,8743
989,8756
989,8731
989,8755
990,3828
990,3811
990,3827
990,3838
990,3840
990,3823
990,3837
990,3814
990,3833
990,3831
991,1929
991,1935
991,1938
991,1949
991,1928
991,1931
991,1930
991,1936
991,1950
991,1940
992,6136
992,6149
992,6134
992,6127
992,6148
992,6129
992,6142
992,6122
992,6140
992,6126
993,6708
993,6712
993,6691
993,6696
993,6693
993,6692
993,6717
993,6703
993,6716
993,6707
994,5100
994,5086
994,5083
994,5074
994,5095
994,5072
994,5098
994,5077
994,5093
994,5080
995,274
995,289
995,282
995,293
995,290
995,299
995,277
995,273
995,279
995,275
996,10437
996,10414
996,10411
996,10417
996,10436
996,10421
996,10431
996,10415
996,10432
996,10412
997,7957
997,7974
997,7978
997,7972
997,7960
997,7951
997,7979
997,7964
997,7962
997,7963
998,5195
998,5205
998,5218
998,5208
998,5220
998,5207
998,5215
998,5200
998,5199
998,5206
999,4173
999,4195
999,4193
999,4192
999,4175
999,4181
999,4187
999,4200
999,4178
999,4183
1000,10047
1000,10023
1000,10028
1000,10026
1000,10049
1000,10033
1000,10040
1000,10048
1000,10030
1000,10037
1001,9398
1001,9419
1001,9408
1001,9403
1001,9399
1001,9410
1001,9416
1001,9394
1001,9395
1001,9414
1002,969
1002,970
1002,975
1002,987
1002,983
1002,985
1002,984
1002,989
1002,968
1002,973
1003,7796
1003,7784
1003,7785
1003,7794
1003,7781
1003,7778
1003,7793
1003,7776
1003,7771
1003,7786
1004,8326
1004,8338
1004,8317
1004,8329
1004,8320
1004,8322
1004,8315
1004,8313
1004,8328
1004,8319
1005,4066
1005,4061
1005,4075
1005,4064
1005,4069
1005,4070
1005,4059
1005,4057
1005,4052
1005,4076
1006,6836
1006,6840
1006,6826
1006,6825
1006,6828
1006,6839
1006,6837
1006,6821
1006,6827
1006,6818
1007,5638
1007,5619
1007,5613
1007,5627
1007,5624
1007,5618
1007,5637
1007,5633
1007,5626
1007,5639
1008,4060
1008,4051
1008,4070
1008,4054
1008,4066
1008,4059
1008,4056
1008,4072
1008,4052
1008,4063
1009,7793
1009,7778
1009,7788
1009,7796
1009,7787
1009,7783
1009,7779
1009,7790
1009,7794
1009,7771
1010,4205
1010,4209
1010,4229
1010,4210
1010,4226
1010,4220
1010,4222
1010,4219
1010,4224
1010,4212
1011,2949
1011,2963
1011,2959
1011,2956
1011,2942
1011,2950
1011,2961
1011,2945
1011,2957
1011,2970
1012,1028
1012,1026
1012,1021
1012,1024
1012,1022
1012,1023
1012,1042
1012,1033
1012,1044
1012,1046
1013,8160
1013,8143
1013,8151
1013,8132
1013,8146
1013,8138
1013,8135
1013,8154
1013,8144
1013,8150
1014,2039
1014,2024
1014,2028
1014,2020
1014,2014
1014,2025
1014,2016
1014,2027
1014,2011
1014,2035
1015,8780
1015,8767
1015,8783
1015,8768
1015,8769
1015,8786
1015,8766
1015,8771
1015,8773
1015,8776
1016,8420
1016,8402
1016,8429
1016,8405
1016,8404
1016,8415
1016,8409
1016,8427
1016,8414
1016,8424
1017,3830
1017,3825
1017,3833
1017,3820
1017,3837
1017,3827
1017,3831
1017,3817
1017,3840
1017,3832
1018,7475
1018,7494
1018,7481
1018,7500
1018,7477
1018,7485
1018,7495
1018,7499
1018,7490
1018,7486
1019,611
1019,627
1019,617
1019,628
1019,608
1019,629
1019,620
1019,609
1019,624
1019,603
1020,4909
1020,4905
1020,4919
1020,4896
1020,4912
1020,4898
1020,4910
1020,4907
1020,4917
1020,4915
1021,7458
1021,7442
1021,7449
1021,7468
1021,7450
1021,7441
1021,7443
1021,7457
1021,7469
1021,7466
1022,4886
1022,4877
1022,4866
1022,4867
1022,4883
1022,4888
1022,4875
1022,4884
1022,4887
1022,4889
1023,4577
1023,4574
1023,4590
1023,4575
1023,4586
1023,4563
1023,4568
1023,4579
1023,4581
1023,4570
1024,8952
1024,8944
1024,8945
1024,8953
1024,8962
1024,8959
1024,8966
1024,8943
1024,8965
1024,8947
1025,923
1025,920
1025,921
1025,924
1025,907
1025,904
1025,922
1025,906
1025,927
1025,902
1026,7476
1026,7483
1026,7475
1026,7497
1026,7496
1026,7499
1026,7482
1026,7487
1026,7498
1026,7486
1027,5765
1027,5789
1027,5771
1027,5786
1027,5784
1027,5768
1027,5785
1027,5761
1027,5773
1027,5788
1028,1786
1028,1778
1028,1795
1028,1789
1028,1791
1028,1798
1028,1777
1028,1790
1028,1782
1028,1773
1029,5425
1029,5401
1029,5421
1029,5423
1029,5407
1029,5411
1029,5404
1029,5410
1029,5415
1029,5413
1030,626
1030,614
1030,619
1030,621
1030,613
1030,618
1030,620
1030,627
1030,601
1030,628
1031,10247
1031,10244
1031,10231
1031,10248
1031,10240
1031,10254
1031,10238
1031,10252
1031,10250
1031,10243
1032,1086
1032,1100
1032,1106
1032,1103
1032,1104
1032,1088
1032,1107
1032,1096
1032,1099
1032,1101
1033,3252
1033,3254
1033,3250
1033,3258
1033,3244
1033,3256
1033,3247
1033,3259
1033,3245
1033,3243
1034,4508
1034,4504
1034,4510
1034,4526
1034,4525
1034,4512
1034,4523
1034,4501
1034,4515
1034,4507
1035,7755
1035,7768
1035,7757
1035,7759
1035,7753
1035,7746
1035,7748
1035,7756
1035,7743
1035,7741
1036,2985
1036,2997
1036,2993
1036,2978
1036,2986
1036,2988
1036,2994
1036,2990
1036,2974
1036,2977
1037,6218
1037,6211
1037,6237
1037,6236
1037,6238
1037,6217
1037,6228
1037,6227
1037,6215
1037,6232
1038,9147
1038,9143
1038,9125
1038,9134
1038,9150
1038,9129
1038,9128
1038,9124
1038,9139
1038,9142
1039,8547
1039,8526
1039,8544
1039,8537
1039,8532
1039,8546
1039,8540
1039,8542
1039,8525
1039,8522
1040,3543
1040,3549
1040,3566
1040,3565
1040,3551
1040,3554
1040,3559
1040,3569
1040,3567
1040,3552
1041,2026
1041,2039
1041,2020
1041,2034
1041,2031
1041,2012
1041,2024
1041,2033
1041,2030
1041,2037
1042,2392
1042,2391
1042,2397
1042,2389
1042,2394
1042,2373
1042,2396
1042,2375
1042,2374
1042,2376
1043,6962
1043,6973
1043,6965
1043,6969
1043,6987
1043,6977
1043,6967
1043,6963
1043,6980
1043,6981
1044,290
1044,271
1044,275
1044,292
1044,286
1044,276
1044,291
1044,294
1044,296
1044,284
1045,586
1045,587
1045,585
1045,596
1045,598
1045,575
1045,600
1045,583
1045,593
1045,574
1046,4547
1046,4532
1046,4545
1046,4537
1046,4534
1046,4543
1046,4549
1046,4556
1046,4540
1046,4548
1047,8531
1047,8521
1047,8524
1047,8546
1047,8538
1047,8540
1047,8536
1047,8543
1047,8526
1047,8545
1048,2332
1048,2319
1048,2337
1048,2317
1048,2323
1048,2327
1048,2315
1048,2312
1048,2338
1048,2328
1049,4093
1049,4094
1049,4087
1049,4084
1049,4090
1049,4092
1049,4085
1049,4101
1049,4096
1049,4097
1050,3474
1050,3472
1050,3458
1050,3471
1050,3463
1050,3465
1050,3468
1050,3476
1050,3469
1050,3453
1051,3729
1051,3746
1051,3744
1051,3721
1051,3731
1051,3736
1051,3740
1051,3733
1051,3747
1051,3749
1052,6908
1052,6906
1052,6912
1052,6901
1052,6915
1052,6924
1052,6905
1052,6920
1052,6925
1052,6902
1053,9223
1053,9237
1053,9217
1053,9231
1053,9214
1053,9236
1053,9235
1053,9222
1053,9216
1053,9211
1054,9717
1054,9714
1054,9695
1054,9712
1054,9707
1054,9716
1054,9701
1054,9694
1054,9702
1054,9718
1055,1446
1055,1452
1055,1465
1055,1443
1055,1453
1055,1449
1055,1463
1055,1464
1055,1451
1055,1441
1056,199
1056,188
1056,204
1056,210
1056,200
1056,206
1056,203
1056,184
1056,194
1056,189
1057,4035
1057,4044
1057,4036
1057,4037
1057,4038
1057,4029
1057,4046
1057,4023
1057,4040
1057,4033
1058,5754
1058,5752
1058,5738
1058,5746
1058,5759
1058,5741
1058,5743
1058,5732
1058,5736
1058,5753
1059,7035
1059,7033
1059,7045
1059,7034
1059,7036
1059,7028
1059,7029
1059,7026
1059,7040
1059,7043
1060,3297
1060,3278
1060,3284
1060,3288
1060,3285
1060,3271
1060,3299
1060,3283
1060,3286
1060,3274
1061,10260
1061,10256
1061,10231
1061,10243
1061,10245
1061,10247
1061,10258
1061,10234
1061,10239
1061,10237
1062,7366
1062,7379
1062,7373
1062,7365
1062,7361
1062,7372
1062,7371
1062,7375
1062,7376
1062,7357
1063,7655
1063,7653
1063,7671
1063,7661
1063,7664
1063,7652
1063,7660
1063,7672
1063,7675
1063,7663
1064,7695
1064,7701
1064,7684
1064,7709
1064,7703
1064,7694
1064,7692
1064,7689
1064,7688
1064,7696
1065,2263
1065,2257
1065,2255
1065,2267
1065,2261
1065,2260
1065,2266
1065,2274
1065,2264
1065,2258
1066,2967
1066,2946
1066,2954
1066,2955
1066,2950
1066,2949
1066,2961
1066,2969
1066,2968
1066,2963
1067,8968
1067,8946
1067,8964
1067,8959
1067,8948
1067,8969
1067,8956
1067,8944
1067,8949
1067,8970
1068,1214
1068,1210
1068,1207
1068,1217
1068,1208
1068,1229
1068,1222
1068,1203
1068,1225
1068,1226
1069,5843
1069,5835
1069,5823
1069,5848
1069,5849
1069,5834
1069,5838
1069,5847
1069,5836
1069,5846
1070,6147
1070,6146
1070,6131
1070,6127
1070,6126
1070,6125
1070,6142
1070,6137
1070,6141
1070,6135
1071,3129
1071,3133
1071,3144
1071,3122
1071,3145
1071,3134
1071,3150
1071,3131
1071,3128
1071,3137
1072,1582
1072,1567
1072,1589
1072,1565
1072,1564
1072,1562
1072,1581
1072,1575
1072,1574
1072,1566
1073,6317
1073,6301
1073,6318
1073,6327
1073,6320
1073,6304
1073,6308
1073,6315
1073,6323
1073,6303
1074,10028
1074,10043
1074,10023
1074,10025
1074,10048
1074,10038
1074,10024
1074,10031
1074,10035
1074,10037
1075,7353
1075,7367
1075,7352
1075,7372
1075,7364
1075,7370
1075,7374
1075,7377
1075,7362
1075,7361
1076,7455
1076,7454
1076,7452
1076,7449
1076,7444
1076,7448
1076,7447
1076,7458
1076,7445
1076,7464
1077,7001
1077,6992
1077,7017
1077,6991
1077,7013
1077,7008
1077,6993
1077,7015
1077,6995
1077,7011
1078,3548
1078,3566
1078,3554
1078,3552
1078,3549
1078,3568
1078,3567
1078,3545
1078,3544
1078,3543
1079,10087
1079,10107
1079,10090
1079,10085
1079,10108
1079,10104
1079,10097
1079,10099
1079,10106
1079,10082
1080,7397
1080,7385
1080,7386
1080,7410
1080,7404
1080,7398
1080,7401
1080,7402
1080,7384
1080,7406
1081,8611
1081,8639
1081,8619
1081,8625
1081,8633
1081,8628
1081,8617
1081,8638
1081,8614
1081,8613
1082,9138
1082,9143
1082,9137
1082,9121
1082,9135
1082,9145
1082,9123
1082,9142
1082,9149
1082,9141
1083,8132
1083,8139
1083,8140
1083,8150
1083,8160
1083,8151
1083,8152
1083,8146
1083,8144
1083,8158
1084,8965
1084,8944
1084,8954
1084,8950
1084,8961
1084,8970
1084,8949
1084,8959
1084,8952
1084,8955
1085,6637
1085,6638
1085,6632
1085,6636
1085,6641
1085,6648
1085,6633
1085,6651
1085,6654
1085,6639
1086,1620
1086,1605
1086,1614
1086,1616
1086,1615
1086,1610
1086,1617
1086,1618
1086,1611
1086,1599
1087,6935
1087,6956
1087,6953
1087,6957
1087,6931
1087,6958
1087,6943
1087,6950
1087,6955
1087,6948
1088,2791
1088,2792
1088,2803
1088,2809
1088,2794
1088,2811
1088,2800
1088,2812
1088,2817
1088,2808
1089,7963
1089,7977
1089,7954
1089,7968
1089,7976
1089,7969
1089,7951
1089,7952
1089,7965
1089,7971
1090,3482
1090,3510
1090,3495
1090,3492
1090,3500
1090,3501
1090,3481
1090,3494
1090,3499
1090,3504
1091,5810
1091,5792
1091,5804
1091,5803
1091,5801
1091,5820
1091,5800
1091,5796
1091,5797
1091,5799
1092,2953
1092,2966
1092,2946
1092,2947
1092,2962
1092,2952
1092,2961
1092,2951
1092,2970
1092,2943
1093,9158
1093,9162
1093,9156
1093,9160
1093,9153
1093,9176
1093,9161
1093,9170
1093,9165
1093,9180
1094,5331
1094,5326
1094,5316
1094,5318
1094,5315
1094,5325
1094,5336
1094,5332
1094,5314
1094,5339
1095,1253
1095,1234
1095,1236
1095,1243
1095,1248
1095,1242
1095,1241
1095,1258
1095,1232
1095,1238
1096,7740
1096,7733
1096,7734
1096,7730
1096,7724
1096,7731
1096,7727
1096,7723
1096,7718
1096,7719
1097,7922
1097,7940
1097,7948
1097,7941
1097,7935
1097,7926
1097,7932
1097,7938
1097,7927
1097,7936
1098,7986
1098,7988
1098,8008
1098,8005
1098,8000
1098,7990
1098,7999
1098,8002
1098,7992
1098,7983
1099,2165
1099,2173
1099,2190
1099,2163
1099,2176
1099,2185
1099,2178
1099,2161
1099,2177
1099,2170
1100,8335
1100,8338
1100,8319
1100,8333
1100,8312
1100,8311
1100,8340
1100,8324
1100,8315
1100,8337
1101,8927
1101,8938
1101,8917
1101,8933
1101,8916
1101,8921
1101,8920
1101,8929
1101,8923
1101,8915
1102,6681
1102,6683
1102,6682
1102,6661
1102,6667
1102,6664
1102,6686
1102,6670
1102,6680
1102,6668
1103,9649
1103,9644
1103,9652
1103,9638
1103,9660
1103,9645
1103,9641
1103,9639
1103,9650
1103,9655
1104,9498
1104,9481
1104,9482
1104,9485
1104,9496
1104,9486
1104,9497
1104,9487
1104,9510
1104,9484
1105,1990
1105,1997
1105,1995
1105,1993
1105,1983
1105,1981
1105,2002
1105,1991
1105,1985
1105,1994
1106,4048
1106,4039
1106,4021
1106,4037
1106,4050
1106,4040
1106,4036
1106,4031
1106,4030
1106,4046
1107,2893
1107,2890
1107,2906
1107,2898
1107,2883
1107,2909
1107,2908
1107,2882
1107,2892
1107,2881
1108,1950
1108,1941
1108,1925
1108,1945
1108,1929
1108,1926
1108,1939
1108,1930
1108,1931
1108,1949
1109,428
1109,442
1109,443
1109,446
1109,439
1109,422
1109,447
1109,450
1109,433
1109,444
1110,1977
1110,1979
1110,1972
1110,1956
1110,1974
1110,1963
1110,1952
1110,1964
1110,1966
1110,1961
1111,10073
1111,10058
1111,10078
1111,10056
1111,10074
1111,10066
1111,10062
1111,10067
1111,10059
1111,10061
1112,8462
1112,8474
1112,8479
1112,8475
1112,8486
1112,8488
1112,8482
1112,8483
1112,8489
1112,8461
1113,4488
1113,4482
1113,4477
1113,4499
1113,4493
1113,4487
1113,4480
1113,4471
1113,4492
1113,4473
1114,3199
1114,3186
1114,3197
1114,3198
1114,3189
1114,3195
1114,3203
1114,3190
1114,3201
1114,3210
1115,4077
1115,4055
1115,4072
1115,4078
1115,4056
1115,4051
1115,4066
1115,4068
1115,4079
1115,4070
1116,3450
1116,3427
1116,3447
1116,3433
1116,3435
1116,3422
1116,3445
1116,3424
1116,3440
1116,3428
1117,801
1117,796
1117,783
1117,795
1117,799
1117,790
1117,807
1117,805
1117,809
1117,794
1118,7658
1118,7662
1118,7671
1118,7665
1118,7668
1118,7673
1118,7670
1118,7663
1118,7679
1118,7680
1119,4554
1119,4559
1119,4548
1119,4531
1119,4546
1119,4550
1119,4542
1119,4544
1119,4556
1119,4536
1120,3973
1120,3974
1120,3981
1120,3966
1120,3988
1120,3985
1120,3963
1120,3980
1120,3987
1120,3969
1121,406
1121,410
1121,399
1121,409
1121,395
1121,415
1121,408
1121,411
1121,400
1121,397
1122,5753
1122,5732
1122,5752
1122,5747
1122,5745
1122,5734
1122,5749
1122,5735
1122,5750
1122,5756
1123,354
1123,336
1123,346
1123,332
1123,348
1123,356
1123,338
1123,351
1123,353
1123,358
1124,8319
1124,8321
1124,8335
1124,8317
1124,8322
1124,8327
1124,8313
1124,8337
1124,8316
1124,8318
1125,9368
1125,9370
1125,9367
1125,9389
1125,9383
1125,9375
1125,9386
1125,9382
1125,9379
1125,9369
1126,1833
1126,1835
1126,1844
1126,1834
1126,1854
1126,1840
1126,1842
1126,1846
1126,1838
1126,1836
1127,6031
