ba_ID,ex_ID,BatchExamDate
120,1402,3/13/2000
120,460,4/17/2000
120,3310,5/23/2000
120,1590,2/24/2000
120,3505,4/23/2000
120,1616,5/30/2000
120,1442,11/12/1999
120,3614,11/23/1999
121,9,3/11/2000
121,626,5/29/2000
121,1557,5/6/2000
121,2810,2/24/2000
121,3355,10/2/1999
121,4344,3/31/2000
121,4487,3/26/2000
121,3651,2/12/2000
121,234,5/28/2000
121,366,10/1/1999
122,683,4/15/2000
122,1682,4/5/2000
122,1743,4/28/2000
122,1977,5/22/2000
122,2090,10/31/1999
122,2271,3/17/2000
122,2563,10/4/1999
122,2864,10/26/1999
122,3593,11/1/1999
122,4812,6/22/2000
123,104,3/20/2000
123,981,1/19/2000
123,2661,10/17/1999
123,3562,6/5/2000
123,2366,3/31/2000
123,1733,5/14/2000
123,3940,10/15/1999
123,452,1/17/2000
123,3072,6/16/2000
123,2721,11/14/1999
123,4552,12/10/1999
123,3045,12/3/1999
123,397,5/1/2000
123,3782,6/12/2000
123,2044,3/17/2000
124,1956,6/18/2000
124,3148,6/29/2000
124,3192,12/18/1999
124,3592,2/25/2000
124,3980,10/31/1999
124,4428,10/16/1999
124,4851,3/18/2000
125,73,6/14/2000
125,183,5/14/2000
125,856,6/2/2000
125,1371,4/1/2000
125,1900,11/25/1999
125,4624,4/23/2000
126,57,11/13/1999
126,987,4/3/2000
126,1191,4/16/2000
126,2358,10/3/1999
126,2927,2/29/2000
126,3968,5/11/2000
126,4568,4/25/2000
126,4659,10/20/1999
126,4763,1/30/2000
127,354,4/17/2000
127,1057,2/22/2000
127,1235,12/5/1999
127,1648,1/22/2000
127,2924,12/13/1999
127,3765,12/3/1999
127,4635,10/26/1999
128,368,10/3/1999
128,763,6/12/2000
128,1160,5/12/2000
128,3575,12/29/1999
128,3681,10/27/1999
128,4190,4/21/2000
128,4661,1/24/2000
128,916,3/31/2000
128,481,10/20/1999
128,4330,11/5/1999
128,1752,5/25/2000
128,2886,6/3/2000
128,4234,4/6/2000
128,3071,6/28/2000
128,3187,4/5/2000
129,566,2/23/2000
129,730,2/2/2000
129,1195,11/3/1999
129,885,12/13/1999
129,1272,6/29/2000
129,3855,6/25/2000
129,175,10/30/1999
129,1680,2/28/2000
129,4584,4/25/2000
130,420,4/20/2001
130,713,12/25/2000
130,803,11/2/2000
130,1430,2/22/2001
130,1889,5/29/2001
130,2761,1/31/2001
130,3261,5/21/2001
130,4133,6/11/2001
130,258,4/16/2001
130,1259,12/17/2000
130,4403,10/12/2000
130,4442,4/1/2001
130,4727,2/7/2001
131,625,10/14/2000
131,737,1/23/2001
131,1052,3/27/2001
131,1164,12/17/2000
131,1712,3/6/2001
131,1914,12/16/2000
131,1982,2/23/2001
131,2388,6/13/2001
131,3563,2/16/2001
131,3831,12/22/2000
131,4222,4/7/2001
131,792,2/20/2001
131,4058,12/19/2000
132,770,10/7/2000
132,2007,4/2/2001
132,2764,3/12/2001
132,3725,5/29/2001
132,4322,12/29/2000
132,4502,4/4/2001
133,590,4/2/2001
133,1293,12/10/2000
133,2776,10/10/2000
133,2840,3/21/2001
133,3966,5/23/2001
133,4235,12/31/2000
133,4464,11/25/2000
133,2464,10/4/2000
133,681,5/1/2001
133,3272,2/6/2001
133,3944,5/2/2001
133,1481,12/29/2000
133,166,11/26/2000
133,810,1/4/2001
133,20,12/26/2000
134,207,3/6/2001
134,1122,6/9/2001
134,2144,11/22/2000
134,3334,12/30/2000
134,532,2/5/2001
134,1506,4/24/2001
134,402,11/23/2000
135,230,2/21/2001
135,874,3/12/2001
135,2060,2/17/2001
135,2243,10/18/2000
135,2640,5/31/2001
135,2720,4/1/2001
135,2966,10/4/2000
135,2997,4/15/2001
135,1897,3/24/2001
135,4615,1/1/2001
135,657,12/13/2000
135,937,5/2/2001
135,1004,5/19/2001
135,3185,2/24/2001
136,1345,6/28/2001
136,3342,1/18/2001
136,3760,1/16/2001
136,167,4/11/2001
136,1285,5/17/2001
136,2338,10/2/2000
136,1665,1/4/2001
136,2436,11/4/2000
136,4508,11/13/2000
136,3118,6/21/2001
136,2430,12/29/2000
136,3449,12/1/2000
136,2190,1/4/2001
136,1368,12/25/2000
137,3196,1/18/2001
137,4433,1/2/2001
137,4496,12/31/2000
137,4689,12/7/2000
137,4862,5/4/2001
137,1044,12/11/2000
137,4557,11/24/2000
137,4808,1/12/2001
137,2949,4/15/2001
137,1549,2/6/2001
137,3189,6/3/2001
137,2653,10/5/2000
137,1040,11/15/2000
137,4869,1/22/2001
137,4007,5/15/2001
138,196,2/4/2001
138,468,5/29/2001
138,1317,10/30/2000
138,1788,5/27/2001
138,2571,6/15/2001
138,3324,6/1/2001
138,1858,4/16/2001
138,1677,12/9/2000
139,570,4/18/2001
139,882,2/12/2001
139,1336,10/16/2000
139,2337,5/18/2001
139,2453,6/5/2001
139,2485,10/19/2000
139,4228,11/17/2000
139,4288,5/22/2001
140,18,11/16/2000
140,773,1/10/2001
140,2470,11/18/2000
140,2936,3/22/2001
140,3781,2/4/2001
140,4124,10/4/2000
140,4828,3/4/2001
140,787,10/18/2000
140,4837,6/18/2001
140,2223,1/18/2001
140,4482,5/25/2001
140,2888,1/28/2001
140,4413,10/13/2000
141,785,3/27/2001
141,1461,6/3/2001
141,1942,2/13/2001
141,4522,2/1/2001
141,4640,1/4/2001
141,4400,2/24/2001
142,377,11/2/2000
142,612,1/22/2001
142,699,3/2/2001
142,1305,4/8/2001
142,1660,10/27/2000
142,2667,5/10/2001
142,2945,1/6/2001
142,143,11/7/2000
143,456,5/5/2001
143,859,4/19/2001
143,937,12/9/2000
143,1862,10/23/2000
143,2029,3/17/2001
143,2331,3/5/2001
143,2778,4/1/2001
143,4037,10/11/2000
144,1147,10/24/2000
144,1611,3/27/2001
144,1744,3/19/2001
144,4338,12/12/2000
144,1724,3/12/2001
144,328,3/2/2001
144,1041,4/19/2001
144,976,1/25/2001
144,2153,6/5/2001
144,189,5/2/2001
144,4594,6/2/2001
144,118,3/15/2001
144,2954,2/20/2001
145,2027,11/7/2000
145,2310,3/30/2001
145,3806,10/5/2000
145,4195,5/21/2001
145,3257,12/19/2000
145,994,3/8/2001
145,2094,5/31/2001
145,1421,12/15/2000
146,378,6/26/2001
146,2465,10/12/2000
146,2604,3/23/2001
146,3108,3/18/2001
146,3119,12/13/2000
146,1142,3/13/2001
146,1402,11/3/2000
146,689,2/8/2001
146,104,2/3/2001
146,2110,10/13/2000
147,2908,3/12/2001
147,3145,5/13/2001
147,3690,3/10/2001
147,3947,12/26/2000
147,4011,11/8/2000
147,4585,3/4/2001
147,240,11/22/2000
147,2912,5/17/2001
147,337,3/31/2001
147,2776,10/28/2000
147,4746,12/6/2000
147,2018,4/11/2001
148,1074,3/6/2001
148,1320,1/12/2001
148,2056,3/20/2001
148,4205,3/18/2001
148,4723,1/2/2001
148,4360,4/6/2001
148,4045,5/28/2001
148,2654,4/15/2001
148,3061,4/28/2001
148,770,4/29/2001
149,14,1/8/2001
149,1007,6/13/2001
149,1410,5/5/2001
149,1586,1/26/2001
149,2154,11/8/2000
149,3359,11/22/2000
149,4117,4/16/2001
149,4417,2/6/2001
149,4588,3/1/2001
149,2705,2/22/2001
149,1000,11/15/2000
149,1387,1/19/2001
149,2851,6/5/2001
149,2559,1/23/2001
150,81,10/10/2000
150,604,2/27/2001
150,968,5/2/2001
150,2188,2/13/2001
150,2711,4/21/2001
150,143,1/14/2001
150,365,3/9/2001
150,4759,11/5/2000
151,28,6/25/2001
151,1102,2/16/2001
151,1419,6/12/2001
151,1845,12/14/2000
151,1894,10/12/2000
151,3565,12/6/2000
151,1368,5/17/2001
151,4692,2/4/2001
151,1599,3/25/2001
151,1607,10/1/2000
151,775,4/1/2001
151,4638,11/19/2000
151,2875,11/30/2000
151,3636,2/7/2001
152,224,1/5/2001
152,920,11/20/2000
152,1027,4/28/2001
152,1360,11/15/2000
152,1395,11/26/2000
152,1766,3/31/2001
152,1818,12/31/2000
152,3327,2/26/2001
152,3542,1/18/2001
152,3983,10/12/2000
153,1292,6/17/2001
153,1726,10/18/2000
153,4619,1/12/2001
153,2134,11/23/2000
154,760,10/9/2000
154,1019,1/13/2001
154,1756,6/8/2001
154,2395,12/11/2000
154,2612,12/21/2000
154,2845,3/7/2001
154,2403,10/19/2000
154,2592,2/18/2001
154,3358,12/18/2000
154,3444,6/28/2001
154,2676,1/4/2001
154,1351,2/13/2001
155,446,2/8/2001
155,1026,1/28/2001
155,1569,5/20/2001
155,2754,5/1/2001
155,3497,2/21/2001
155,3625,4/30/2001
155,4116,4/26/2001
155,4203,12/11/2000
156,642,2/2/2001
156,659,2/22/2001
156,679,12/30/2000
156,870,2/21/2001
156,1380,2/5/2001
156,1911,1/23/2001
156,2219,1/24/2001
156,2484,3/7/2001
156,3165,10/9/2000
156,4821,5/9/2001
156,2084,12/29/2000
156,1697,2/15/2001
156,3377,3/20/2001
156,652,10/31/2000
156,3548,2/20/2001
157,711,1/28/2001
157,1109,5/18/2001
157,2531,5/2/2001
157,2867,10/4/2000
157,4500,6/26/2001
157,2206,6/13/2001
157,1246,4/25/2001
157,1831,6/16/2001
157,3359,12/3/2000
157,4542,2/17/2001
157,1722,1/7/2001
157,1408,2/26/2001
157,4773,3/11/2001
158,301,6/29/2002
158,1619,6/7/2002
158,3469,11/24/2001
158,3647,5/13/2002
158,3777,6/21/2002
158,4178,2/23/2002
158,4245,11/10/2001
159,2335,10/6/2001
159,4503,3/6/2002
159,1830,10/8/2001
159,4003,1/10/2002
159,4311,6/6/2002
159,1553,2/23/2002
159,3340,11/30/2001
159,1809,6/14/2002
159,110,1/31/2002
159,1646,10/30/2001
160,755,2/20/2002
160,1296,10/26/2001
160,1400,6/18/2002
160,1852,2/13/2002
160,2790,6/16/2002
160,3411,12/25/2001
160,4725,5/25/2002
160,487,4/29/2002
160,86,5/6/2002
160,3820,11/13/2001
160,1306,4/10/2002
160,2388,6/24/2002
160,1716,5/17/2002
160,1448,4/25/2002
161,197,3/12/2002
161,751,12/4/2001
161,808,4/4/2002
161,1776,12/14/2001
161,1860,10/7/2001
161,2613,6/10/2002
161,2636,3/3/2002
161,3218,2/25/2002
161,3532,1/31/2002
161,4221,1/8/2002
161,4362,12/26/2001
162,6,1/2/2002
162,50,6/28/2002
162,1217,6/1/2002
162,1985,10/31/2001
162,3055,12/10/2001
162,3701,1/4/2002
162,4676,4/5/2002
163,967,6/22/2002
163,2332,6/30/2002
163,3256,1/17/2002
163,3343,1/13/2002
163,3693,4/21/2002
163,3708,1/4/2002
163,3712,10/29/2001
163,531,1/10/2002
163,4756,10/2/2001
163,4561,1/23/2002
163,634,1/17/2002
163,3483,1/6/2002
163,2720,1/17/2002
163,3605,1/5/2002
163,1077,6/8/2002
164,83,6/2/2002
164,3907,3/23/2002
164,4431,12/22/2001
164,4580,6/18/2002
164,42,10/26/2001
165,681,12/28/2001
165,705,4/6/2002
165,2151,5/11/2002
165,2546,3/2/2002
165,739,6/19/2002
165,2729,5/3/2002
165,2705,12/10/2001
165,2117,6/4/2002
165,1383,2/14/2002
165,1987,11/14/2001
165,4250,1/26/2002
165,3810,1/26/2002
165,1008,10/16/2001
165,4163,3/12/2002
165,3608,3/29/2002
166,1108,4/19/2002
166,1449,2/15/2002
166,1516,10/2/2001
166,1898,4/9/2002
166,3451,1/21/2002
166,3755,3/8/2002
166,949,1/9/2002
166,3647,10/3/2001
166,223,2/14/2002
166,2376,6/3/2002
166,882,2/21/2002
166,1908,5/29/2002
166,1497,4/24/2002
167,422,12/5/2001
167,1187,6/2/2002
167,2018,1/24/2002
167,3254,11/8/2001
167,831,6/22/2002
167,2117,5/29/2002
167,595,11/5/2001
167,2086,3/22/2002
167,2559,11/12/2001
167,2106,4/2/2002
167,3511,11/20/2001
167,1047,5/13/2002
167,970,5/23/2002
168,294,12/9/2001
168,391,4/7/2002
168,1270,1/5/2002
168,2408,5/22/2002
168,2582,4/10/2002
168,2596,6/7/2002
168,2801,2/4/2002
168,3247,2/21/2002
168,3450,11/18/2001
168,4214,1/20/2002
168,4790,5/3/2002
168,4806,6/23/2002
169,114,10/30/2001
169,278,2/1/2002
169,919,3/7/2002
169,1210,4/16/2002
169,2291,5/21/2002
169,2602,3/2/2002
169,2638,4/19/2002
169,2786,5/27/2002
169,3082,5/21/2002
169,3229,6/25/2002
170,947,11/18/2001
170,972,6/2/2002
170,1551,2/10/2002
170,3664,12/15/2001
170,3895,4/22/2002
170,4868,6/1/2002
170,518,2/21/2002
171,310,4/4/2002
171,725,11/25/2001
171,1872,11/30/2001
171,2456,5/21/2002
171,2507,4/8/2002
171,4198,11/19/2001
172,347,10/12/2001
172,624,5/6/2002
172,857,2/18/2002
172,971,12/13/2001
172,1591,5/12/2002
172,2238,3/30/2002
172,2635,6/17/2002
172,2791,4/14/2002
172,3406,6/12/2002
172,2875,10/19/2001
172,4611,12/1/2001
172,1545,4/3/2002
172,4541,3/25/2002
172,345,5/11/2002
172,3573,6/23/2002
173,757,4/2/2002
173,1634,12/11/2001
173,3242,5/17/2002
173,4137,1/26/2002
173,4152,5/4/2002
174,509,2/11/2002
174,1453,6/18/2002
174,1722,10/25/2001
174,2420,6/29/2002
174,3112,5/10/2002
174,3639,6/9/2002
174,4298,6/13/2002
175,348,1/15/2002
175,800,2/25/2002
175,1760,6/14/2002
175,3374,2/12/2002
175,3385,2/11/2002
175,3757,5/15/2002
175,2988,2/5/2002
175,3401,10/29/2001
175,466,12/17/2001
176,1650,3/21/2002
176,3483,10/23/2001
176,1182,1/20/2002
176,15,5/7/2002
177,233,5/13/2002
177,1022,5/25/2002
177,2977,12/26/2001
177,3230,5/30/2002
177,3612,11/2/2001
177,4147,3/29/2002
177,4279,12/18/2001
177,4300,2/27/2002
177,4327,1/22/2002
177,4665,3/19/2002
178,375,10/7/2001
178,1612,4/27/2002
178,2960,12/24/2001
178,3828,11/6/2001
178,4213,1/23/2002
178,4238,12/10/2001
178,4312,10/28/2001
178,4164,11/3/2001
178,4320,2/18/2002
178,4295,12/6/2001
178,2517,3/1/2002
178,3377,2/17/2002
178,4150,4/10/2002
179,1718,5/17/2002
179,2643,2/5/2002
179,2862,5/3/2002
179,4165,5/27/2002
179,4477,3/3/2002
180,276,10/2/2001
180,941,5/19/2002
180,2138,4/10/2002
180,2675,4/1/2002
180,4093,5/1/2002
180,3078,6/3/2002
180,1377,2/7/2002
180,2829,1/6/2002
180,2904,3/9/2002
180,361,6/24/2002
180,2782,1/6/2002
180,612,10/24/2001
181,385,2/1/2002
181,595,6/13/2002
181,1339,2/17/2002
181,1815,5/23/2002
181,3665,12/29/2001
181,3825,11/19/2001
181,3866,6/1/2002
181,4334,6/2/2002
181,4379,1/15/2002
182,353,3/12/2002
182,646,12/2/2001
182,2015,10/7/2001
182,2083,2/3/2002
182,2273,4/12/2002
182,2384,4/14/2002
182,2455,5/11/2002
182,3571,4/20/2002
182,4402,1/1/2002
182,3466,2/14/2002
182,2127,6/20/2002
182,4398,4/22/2002
182,4279,10/19/2001
182,1785,6/12/2002
182,3679,2/1/2002
183,105,12/1/2001
183,841,3/26/2002
183,1352,6/12/2002
183,2013,1/27/2002
183,2167,5/7/2002
183,2407,6/17/2002
183,3540,5/1/2002
183,4377,4/7/2002
183,83,1/3/2002
183,3295,3/6/2002
183,3971,4/11/2002
183,4382,3/13/2002
183,962,10/27/2001
183,1796,2/3/2002
183,2539,5/14/2002
184,961,11/3/2001
184,1655,10/19/2001
184,1759,6/15/2002
184,1814,6/28/2002
184,4006,5/10/2002
184,4443,10/9/2001
184,4734,3/8/2002
184,4788,12/3/2001
184,1144,6/6/2002
184,758,6/23/2002
184,3261,12/27/2001
184,3899,11/19/2001
184,2382,11/21/2001
184,187,1/17/2002
184,1101,3/13/2002
185,1616,2/14/2002
185,1625,6/21/2002
185,2404,5/16/2002
186,897,6/13/2003
186,1124,11/29/2002
186,1644,2/19/2003
186,2122,1/18/2003
186,2846,12/5/2002
186,3655,11/24/2002
186,3901,10/8/2002
187,572,6/19/2003
187,962,3/21/2003
187,2173,6/9/2003
187,3578,6/25/2003
187,4321,12/20/2002
187,4380,3/25/2003
187,4536,6/29/2003
188,157,7/1/2003
188,1252,5/21/2003
188,1853,2/8/2003
188,2664,10/11/2002
188,3461,1/2/2003
189,355,1/21/2003
189,460,10/9/2002
189,722,5/21/2003
189,1915,4/17/2003
189,2050,11/10/2002
189,4192,2/26/2003
189,4615,5/11/2003
189,3955,1/14/2003
189,2670,5/31/2003
190,128,3/4/2003
190,150,6/29/2003
190,858,3/29/2003
190,1226,2/14/2003
190,1769,10/19/2002
190,1843,12/1/2002
190,1943,12/9/2002
190,2133,4/30/2003
190,2694,1/18/2003
190,4191,3/4/2003
190,3922,3/8/2003
190,3224,6/27/2003
190,3205,4/18/2003
190,2529,6/13/2003
190,439,1/4/2003
191,154,3/3/2003
191,1630,5/12/2003
191,2447,2/1/2003
191,1730,2/23/2003
191,1223,12/21/2002
191,2774,6/21/2003
192,2046,12/27/2002
192,2164,12/30/2002
192,3131,6/28/2003
192,4002,1/22/2003
192,4270,12/29/2002
192,4339,10/22/2002
192,639,3/5/2003
192,157,11/12/2002
192,1560,4/10/2003
192,2802,3/15/2003
192,1118,6/22/2003
192,970,10/5/2002
193,1890,3/11/2003
193,2971,6/27/2003
193,3220,2/10/2003
193,3845,4/8/2003
194,1215,7/1/2003
194,1472,11/23/2002
194,1568,1/30/2003
194,2346,3/20/2003
194,2683,1/15/2003
194,3362,6/11/2003
194,3988,10/7/2002
194,1101,11/13/2002
194,1142,10/4/2002
194,2837,1/31/2003
195,280,1/22/2003
195,1543,10/4/2002
195,2292,1/26/2003
195,4056,2/25/2003
195,4108,10/20/2002
195,4308,10/28/2002
195,1968,12/5/2002
195,2009,12/25/2002
195,3787,12/4/2002
195,702,10/10/2002
196,407,2/7/2003
196,843,4/3/2003
196,3718,2/18/2003
196,3858,6/25/2003
196,4452,1/2/2003
196,4609,10/12/2002
196,4382,3/23/2003
196,1296,11/9/2002
196,4099,5/28/2003
196,839,5/23/2003
196,4803,2/15/2003
197,831,1/23/2003
197,2634,5/15/2003
197,2962,5/19/2003
197,3336,3/8/2003
197,787,6/16/2003
197,4292,10/15/2002
197,2442,3/2/2003
198,1231,6/7/2003
198,1667,7/1/2003
198,2364,3/5/2003
198,2831,4/22/2003
198,3863,1/4/2003
198,3877,1/12/2003
198,4035,2/26/2003
198,4474,12/18/2002
198,4484,1/14/2003
198,1913,5/30/2003
198,2315,3/30/2003
198,2683,11/20/2002
198,2986,2/3/2003
199,840,6/4/2003
199,1148,3/14/2003
199,1779,3/13/2003
199,1910,11/20/2002
199,2101,11/22/2002
199,4268,4/20/2003
199,4153,10/6/2002
199,3903,2/10/2003
199,2822,12/22/2002
200,249,3/8/2003
200,264,1/17/2003
200,1837,11/11/2002
200,3676,3/19/2003
200,4524,3/8/2003
200,2362,11/2/2002
200,3028,3/9/2003
200,4595,3/26/2003
200,4546,4/6/2003
201,1545,10/26/2002
201,1804,5/7/2003
201,1938,6/5/2003
201,2961,4/15/2003
201,4083,5/16/2003
201,4399,12/7/2002
201,609,5/4/2003
201,531,4/26/2003
201,3508,11/24/2002
202,115,3/19/2003
202,631,11/6/2002
202,1598,5/8/2003
202,1635,12/29/2002
202,1931,5/20/2003
202,3649,4/28/2003
202,4436,4/4/2003
203,134,11/4/2002
203,205,11/4/2002
203,3050,2/9/2003
203,3435,5/9/2003
203,1250,11/12/2002
203,2092,6/21/2003
203,3858,11/28/2002
203,1279,1/29/2003
203,604,4/17/2003
203,329,10/10/2002
203,1062,11/10/2002
204,175,10/5/2002
204,1088,1/19/2003
204,1848,6/28/2003
204,4359,7/1/2003
204,2095,3/5/2003
204,1069,1/24/2003
204,4830,5/26/2003
204,2984,12/17/2002
205,22,1/14/2003
205,851,12/28/2002
205,1810,4/25/2003
205,1971,1/22/2003
205,2405,5/30/2003
205,2537,6/1/2003
205,3349,1/10/2003
205,4053,10/17/2002
205,4355,10/3/2002
206,344,10/24/2002
206,2284,5/31/2003
206,2859,5/6/2003
206,3034,5/31/2003
206,3617,4/22/2003
206,4131,5/21/2003
206,2186,10/11/2002
206,1749,1/16/2003
207,674,6/1/2003
207,704,5/7/2003
207,1110,4/27/2003
207,1733,2/26/2003
207,1768,11/30/2002
207,3964,2/11/2003
207,4036,5/13/2003
207,4074,2/4/2003
208,48,3/14/2003
208,834,3/24/2003
208,1391,11/14/2002
208,2334,11/28/2002
208,2629,3/26/2003
208,4175,11/5/2002
208,4521,6/27/2003
209,1017,3/9/2003
209,1746,3/6/2003
209,2088,3/8/2003
209,3258,1/6/2003
209,3447,3/23/2003
209,3457,12/3/2002
209,4265,12/2/2002
209,4670,10/6/2002
209,4836,10/22/2002
209,4813,4/28/2003
209,1785,11/20/2002
209,2917,3/17/2003
210,4456,6/26/2003
210,4486,4/5/2003
210,4657,2/12/2003
210,1032,6/12/2003
210,3454,10/7/2002
210,2259,6/2/2003
210,1461,12/22/2002
210,493,1/8/2003
210,2395,10/7/2002
210,847,11/8/2002
210,3419,12/9/2002
210,2480,3/7/2003
210,3743,11/16/2002
211,689,5/7/2003
211,935,11/16/2002
211,1509,1/26/2003
211,1536,5/31/2003
211,1706,4/19/2003
211,2223,3/20/2003
211,2433,1/4/2003
211,2861,2/11/2003
211,3075,4/22/2003
211,3417,11/6/2002
211,3955,4/13/2003
211,2168,3/4/2003
212,508,4/9/2003
212,2269,3/2/2003
212,4079,10/19/2002
212,4513,1/9/2003
213,239,3/21/2004
213,3191,1/1/2004
213,3868,12/2/2003
213,4045,4/25/2004
213,2831,10/5/2003
214,802,2/24/2004
214,1337,5/31/2004
214,2030,11/15/2003
214,2703,4/9/2004
214,3985,1/26/2004
214,4104,1/5/2004
214,4315,2/12/2004
215,1185,6/21/2004
215,1365,2/11/2004
215,2300,1/12/2004
215,948,11/7/2003
215,2353,1/21/2004
216,925,4/25/2004
216,1227,3/2/2004
216,3161,3/1/2004
216,1354,3/24/2004
216,1969,10/28/2003
216,964,4/23/2004
216,2101,4/4/2004
216,2271,6/23/2004
216,1006,1/12/2004
216,4805,1/5/2004
217,1782,1/31/2004
217,2098,10/14/2003
217,2289,4/30/2004
217,2449,11/23/2003
217,3035,3/26/2004
217,3358,3/14/2004
217,4490,4/30/2004
217,4710,10/20/2003
217,772,11/27/2003
217,567,12/6/2003
217,937,3/12/2004
218,1750,6/15/2004
218,3398,1/31/2004
218,2200,2/1/2004
219,281,10/7/2003
219,986,4/24/2004
219,1456,3/23/2004
219,2543,3/18/2004
219,2915,10/29/2003
219,3026,11/1/2003
219,4155,3/27/2004
219,4526,11/18/2003
219,4532,5/21/2004
219,4847,11/13/2003
220,1691,10/28/2003
220,2218,3/30/2004
220,1775,3/31/2004
220,3586,3/4/2004
220,499,2/19/2004
220,4410,5/26/2004
221,1192,5/9/2004
221,1318,12/27/2003
221,2788,4/10/2004
221,3175,11/3/2003
221,3185,12/20/2003
221,4543,4/13/2004
221,4610,12/16/2003
221,2831,3/24/2004
221,517,5/22/2004
222,202,11/11/2003
222,306,1/23/2004
222,1962,10/24/2003
222,2198,2/23/2004
222,2547,11/19/2003
222,2687,5/25/2004
222,3789,5/20/2004
222,539,5/7/2004
222,4029,1/25/2004
222,3672,6/26/2004
222,3524,6/9/2004
222,3782,3/1/2004
222,3663,12/23/2003
222,391,11/14/2003
222,1359,5/29/2004
223,3428,12/22/2003
223,3679,4/6/2004
223,2068,2/19/2004
223,1253,3/8/2004
223,4653,10/15/2003
223,753,12/15/2003
223,2249,12/6/2003
223,2538,4/20/2004
223,3611,3/29/2004
223,2720,2/4/2004
223,3281,11/5/2003
224,8,3/30/2004
224,25,5/3/2004
224,184,1/29/2004
224,1654,10/17/2003
224,4509,11/15/2003
224,4515,4/17/2004
224,4303,10/2/2003
224,2241,6/7/2004
224,3937,1/27/2004
224,4609,2/18/2004
224,3574,12/5/2003
224,1054,6/14/2004
225,1639,12/16/2003
225,2324,11/17/2003
225,2499,2/14/2004
225,2757,2/3/2004
225,2942,5/26/2004
225,4262,11/4/2003
226,2479,6/3/2004
226,3060,1/10/2004
226,4067,5/17/2004
226,4181,1/2/2004
226,4430,2/7/2004
226,4816,4/21/2004
226,211,4/18/2004
227,130,10/28/2003
227,1021,6/18/2004
227,1071,10/5/2003
227,2998,5/31/2004
227,3727,10/31/2003
227,3906,10/27/2003
227,3872,1/22/2004
227,1733,5/23/2004
227,2058,3/26/2004
227,1498,11/4/2003
227,1779,11/9/2003
228,433,11/2/2003
228,1628,6/2/2004
228,2973,1/24/2004
228,3395,5/25/2004
228,4058,3/21/2004
228,4217,12/28/2003
228,1497,5/18/2004
228,3620,6/22/2004
228,324,10/26/2003
228,4209,6/15/2004
228,736,3/27/2004
228,2215,11/1/2003
229,131,10/19/2003
229,169,2/14/2004
229,727,12/25/2003
229,1004,7/1/2004
229,1061,10/11/2003
229,1480,6/19/2004
229,2378,10/29/2003
229,2415,10/30/2003
229,4071,10/6/2003
229,4716,4/2/2004
230,223,2/27/2004
230,820,11/9/2003
230,1418,11/13/2003
230,1605,3/19/2004
230,1811,11/22/2003
230,2092,1/19/2004
230,3976,5/10/2004
230,2884,2/11/2004
230,3982,10/2/2003
230,1383,6/22/2004
231,2413,1/6/2004
231,3364,3/5/2004
231,4077,2/24/2004
231,3969,3/13/2004
231,3808,4/12/2004
231,2573,10/8/2003
231,3066,10/5/2003
231,1337,10/3/2003
231,4297,4/26/2004
231,636,10/19/2003
231,2916,2/19/2004
231,1539,1/2/2004
232,1000,11/23/2003
232,1025,4/7/2004
232,1734,12/23/2003
232,2363,1/14/2004
232,4102,4/25/2004
232,2923,6/10/2004
233,275,2/21/2004
233,2279,10/13/2003
233,2350,5/28/2004
233,2988,10/2/2003
233,3232,4/10/2004
233,3687,5/31/2004
233,3740,5/18/2004
234,331,10/1/2003
234,524,11/13/2003
234,1856,5/26/2004
234,2416,1/25/2004
234,3490,6/21/2004
234,4361,10/17/2003
234,2519,12/28/2003
234,3814,2/8/2004
234,4746,1/10/2004
234,1576,4/6/2004
235,3503,5/17/2004
235,3120,2/13/2004
235,2112,5/13/2004
235,276,2/26/2004
235,16,10/29/2003
235,43,11/27/2003
235,2951,3/30/2004
235,1367,3/13/2004
236,277,1/16/2004
236,545,3/24/2004
236,587,10/15/2003
236,899,12/11/2003
236,1863,5/20/2004
236,2220,4/24/2004
236,2552,5/11/2004
236,2729,12/29/2003
236,4660,1/17/2004
236,4863,4/6/2004
236,2327,10/4/2003
236,3504,2/15/2004
236,1712,4/11/2004
236,1582,2/15/2004
236,684,3/13/2004
237,53,2/17/2004
237,1340,4/1/2004
237,1783,3/25/2004
237,2940,1/5/2004
237,3407,1/30/2004
237,4485,4/27/2004
237,3519,1/1/2004
238,13,1/13/2004
238,1176,6/17/2004
238,1561,12/12/2003
238,2451,5/15/2004
238,4483,1/29/2004
238,73,3/4/2004
239,58,5/29/2005
239,389,2/10/2005
239,1929,3/31/2005
239,3048,2/17/2005
239,3965,12/6/2004
239,4564,11/8/2004
240,78,2/27/2005
240,799,12/7/2004
240,855,4/3/2005
240,1473,4/15/2005
240,2124,10/26/2004
240,2741,1/16/2005
240,4510,1/11/2005
240,4697,11/22/2004
241,1548,3/25/2005
241,3296,12/23/2004
241,1395,5/17/2005
241,546,6/18/2005
241,674,5/12/2005
241,3221,6/12/2005
241,2419,2/19/2005
241,1479,1/18/2005
241,4490,2/9/2005
241,2066,11/21/2004
241,3795,5/14/2005
241,1869,3/2/2005
241,4806,1/17/2005
242,598,1/6/2005
242,936,2/8/2005
242,1823,3/5/2005
242,2481,6/25/2005
242,3808,10/10/2004
243,491,11/15/2004
243,719,3/6/2005
243,885,12/18/2004
243,2515,12/14/2004
